tweet_id,text,model_text,label,source_file,normalized_text
3va0wxwx7,"May Allah reward our brothers @salafidawahdub for facilitating the conference over the past weekend. The enthusiasm of all involved in the community was extremely encouraging. We ask Allah that their dawah continues to go from strength to strength,","May Allah reward our brothers @USER for facilitating the conference over the past weekend. The enthusiasm of all involved in the community was extremely encouraging. We ask Allah that their dawah continues to go from strength to strength,",Salafi taklidi,python/ELI/all_tweets.xlsx,"May Allah reward our brothers @salafidawahdub for facilitating the conference over the past weekend. The enthusiasm of all involved in the community was extremely encouraging. We ask Allah that their dawah continues to go from strength to strength,"
jrb3qkbjk,"""Walaa &amp; Baraa is The Backbone of This Ummah

Shaykh Ahmad Musa Jibril","""Walaa &amp; Baraa is The Backbone of This Ummah Shaykh Ahmad Musa Jibril",Salafi jihadi,python/tweetsFromSite/tweets_from_site5.csv,"""Walaa &amp; Baraa is The Backbone of This Ummah Shaykh Ahmad Musa Jibril"
,"""Shaykh Al Islam, the Imam of the Imams, Ibn Khuzaymah Al-Shfii Al-Wahhbiyy (d. 311 AH) said about the quoted Mushrik fellow and his Jahmi cult:

Whoever does not affirm that Allah the Mighty and Majestic has Rose above His Throne above His seven heavens  he is a disbeliever in his Lord, his blood is lawful. He is to be called to repent; if he repents, well and good, otherwise his neck is to be struck, and he is to be thrown onto some of the rubbish heaps so that neither the Muslims nor the dhimms are harmed by the putrid stench of his corpse. And his wealth becomes fay  no Muslim inherits from him, for a Muslim does not inherit from a disbeliever, as the Prophet  said: A Muslim does not inherit from a disbeliever, nor a disbeliever from a Muslim.""","""Shaykh Al Islam, the Imam of the Imams, Ibn Khuzaymah Al-Shfii Al-Wahhbiyy (d. 311 AH) said about the quoted Mushrik fellow and his Jahmi cult: Whoever does not affirm that Allah the Mighty and Majestic has Rose above His Throne above His seven heavens he is a disbeliever in his Lord, his blood is lawful. He is to be called to repent; if he repents, well and good, otherwise his neck is to be struck, and he is to be thrown onto some of the rubbish heaps so that neither the Muslims nor the dhimms are harmed by the putrid stench of his corpse. And his wealth becomes fay no Muslim inherits from him, for a Muslim does not inherit from a disbeliever, as the Prophet said: A Muslim does not inherit from a disbeliever, nor a disbeliever from a Muslim.""",Salafi jihadi,python/ELI/all_tweets.xlsx,"""Shaykh Al Islam, the Imam of the Imams, Ibn Khuzaymah Al-Shfii Al-Wahhbiyy (d. 311 AH) said about the quoted Mushrik fellow and his Jahmi cult: Whoever does not affirm that Allah the Mighty and Majestic has Rose above His Throne above His seven heavens he is a disbeliever in his Lord, his blood is lawful. He is to be called to repent; if he repents, well and good, otherwise his neck is to be struck, and he is to be thrown onto some of the rubbish heaps so that neither the Muslims nor the dhimms are harmed by the putrid stench of his corpse. And his wealth becomes fay no Muslim inherits from him, for a Muslim does not inherit from a disbeliever, as the Prophet said: A Muslim does not inherit from a disbeliever, nor a disbeliever from a Muslim."""
,"""""Was gonna ignore this madkhali but I cant anymore, this isnt the first time youve spewed this kind of vile garbage about our sisters. Imagine calling urself a Muslim and making dua for women to suffer, be imprisoned or worse when theyre already living through sm hardship 
""
--------------

All die and get abducted towards Muslimaat. Women whose blood was made more honourable than the kaaba. Just because theyre the wife of so-and-so. While showing nowhere near the same animosity for kuffar. A literal sign of Al-Khawarij.","""""Was gonna ignore this madkhali but I cant anymore, this isnt the first time youve spewed this kind of vile garbage about our sisters. Imagine calling urself a Muslim and making dua for women to suffer, be imprisoned or worse when theyre already living through sm hardship "" -------------- All die and get abducted towards Muslimaat. Women whose blood was made more honourable than the kaaba. Just because theyre the wife of so-and-so. While showing nowhere near the same animosity for kuffar. A literal sign of Al-Khawarij.",Salafi jihadi,python/ELI/all_tweets.xlsx,"""""Was gonna ignore this madkhali but I cant anymore, this isnt the first time youve spewed this kind of vile garbage about our sisters. Imagine calling urself a Muslim and making dua for women to suffer, be imprisoned or worse when theyre already living through sm hardship "" -------------- All die and get abducted towards Muslimaat. Women whose blood was made more honourable than the kaaba. Just because theyre the wife of so-and-so. While showing nowhere near the same animosity for kuffar. A literal sign of Al-Khawarij."
0llqkrejb,"Narrated from Aishah Radiallahu anha

 O Messenger of Allah, what do you think I should say in my supplication, if I come upon Laylatul-Qadr?

He said: Say: Allahumma innaka afuwwun tuhibbul-afwa, fafu anni 

(O Allah, You are Forgiving and love forgiveness, so forgive me)","Narrated from Aishah Radiallahu anha O Messenger of Allah, what do you think I should say in my supplication, if I come upon Laylatul-Qadr? He said: Say: Allahumma innaka afuwwun tuhibbul-afwa, fafu anni (O Allah, You are Forgiving and love forgiveness, so forgive me)",Irrelevant,python/ELI/all_tweets.xlsx,"Narrated from Aishah Radiallahu anha O Messenger of Allah, what do you think I should say in my supplication, if I come upon Laylatul-Qadr? He said: Say: Allahumma innaka afuwwun tuhibbul-afwa, fafu anni (O Allah, You are Forgiving and love forgiveness, so forgive me)"
80xcuxl7g,"""@Sajwani @mariam_almaz11 @DillyHussain88 @DubaiPoliceHQ @TRobinsonNewEra If only your gheerah for the prophet  was as strong as your gheerah for the UAE"",7.0","""@USER @USER @USER @USER @USER If only your gheerah for the prophet was as strong as your gheerah for the UAE"",7.0",Irrelevant,python/ELI/all_tweets.xlsx,"""@Sajwani @mariam_almaz11 @DillyHussain88 @DubaiPoliceHQ @TRobinsonNewEra If only your gheerah for the prophet was as strong as your gheerah for the UAE"",7.0"
rv7ksjcko,"#allah #clickdeen360 #clickdeen #clickhadith #viralreels  via @YouTube,","#allah #clickdeen360 #clickdeen #clickhadith #viralreels via @USER,",Irrelevant,python/ELI/all_tweets.xlsx,"#allah #clickdeen360 #clickdeen #clickhadith #viralreels via @YouTube,"
ehaasufd8,"""Powerful Eid Khutbah by Shaykh Abu Hakeem: Allah is Al-Haqq (the Truth)! 

Listen &amp; share.","""Powerful Eid Khutbah by Shaykh Abu Hakeem: Allah is Al-Haqq (the Truth)! Listen &amp; share.",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""Powerful Eid Khutbah by Shaykh Abu Hakeem: Allah is Al-Haqq (the Truth)! Listen &amp; share."
gzil81pd7,"""'You helped us against the Soviets and USA.'

Afghan Defence Minister thanks Pakistan's scholars and masses (instead of Pakistan's junta) for helping Afghans over decades.

Yaqoob's a refreshing contrast to his Pakistani counterpart who's busy ranting against Afghan refugees on X,","""'You helped us against the Soviets and USA.' Afghan Defence Minister thanks Pakistan's scholars and masses (instead of Pakistan's junta) for helping Afghans over decades. Yaqoob's a refreshing contrast to his Pakistani counterpart who's busy ranting against Afghan refugees on X,",Irrelevant,python/ELI/all_tweets.xlsx,"""'You helped us against the Soviets and USA.' Afghan Defence Minister thanks Pakistan's scholars and masses (instead of Pakistan's junta) for helping Afghans over decades. Yaqoob's a refreshing contrast to his Pakistani counterpart who's busy ranting against Afghan refugees on X,"
63azb4tdw,"""""Saying Allah is spatially extended 
Or
Saying Allah is in a Location 
Or 
Saying Allah has a color 
Or 
Saying Allah is in time 
Or 
Saying Allah has knowledge that changes 
Or 
Saying Allah is time bound 

All are the same exact value as saying He has a son""
""
--------------

Minhaji takfirs Minhaji

Minhaji: There is no verse that affirms Yad.

Also Minhaji: Rejecting Yad is kufr because its in the Quran.","""""Saying Allah is spatially extended Or Saying Allah is in a Location Or Saying Allah has a color Or Saying Allah is in time Or Saying Allah has knowledge that changes Or Saying Allah is time bound All are the same exact value as saying He has a son"" "" -------------- Minhaji takfirs Minhaji Minhaji: There is no verse that affirms Yad. Also Minhaji: Rejecting Yad is kufr because its in the Quran.",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""""Saying Allah is spatially extended Or Saying Allah is in a Location Or Saying Allah has a color Or Saying Allah is in time Or Saying Allah has knowledge that changes Or Saying Allah is time bound All are the same exact value as saying He has a son"" "" -------------- Minhaji takfirs Minhaji Minhaji: There is no verse that affirms Yad. Also Minhaji: Rejecting Yad is kufr because its in the Quran."
e5j36xpn8,"No Eid Prayers Inside Al-Aqsa Mosque! Israeli Forces Attack Muslim Worshippers Near Al-Aqsa Mosque

On the day of Eid, Israeli occupation forces attack Muslim worshippers attempting to perform Eid prayers at the nearest accessible point to Al-Aqsa Mosque as Israel continues the closure of the holy site for the 20th consecutive day.

This is the most severe restriction imposed on the Al-Aqsa mosque ever and since the beginning of the Israeli military occupation in 1967.

#Eid","No Eid Prayers Inside Al-Aqsa Mosque! Israeli Forces Attack Muslim Worshippers Near Al-Aqsa Mosque On the day of Eid, Israeli occupation forces attack Muslim worshippers attempting to perform Eid prayers at the nearest accessible point to Al-Aqsa Mosque as Israel continues the closure of the holy site for the 20th consecutive day. This is the most severe restriction imposed on the Al-Aqsa mosque ever and since the beginning of the Israeli military occupation in 1967. #Eid",Irrelevant,python/ELI/all_tweets.xlsx,"No Eid Prayers Inside Al-Aqsa Mosque! Israeli Forces Attack Muslim Worshippers Near Al-Aqsa Mosque On the day of Eid, Israeli occupation forces attack Muslim worshippers attempting to perform Eid prayers at the nearest accessible point to Al-Aqsa Mosque as Israel continues the closure of the holy site for the 20th consecutive day. This is the most severe restriction imposed on the Al-Aqsa mosque ever and since the beginning of the Israeli military occupation in 1967. #Eid"
1mwp4rp1f,""" EXPLAINED: WHAT IS ""AL MASJID AL AQSA?!""

There's a LOT of chatter in the Ummah about what Masjid al Aqsa ACTUALLY is 

Is this important, and does it matter? We explore this crucial question 

#HandsOffAlAqsa",""" EXPLAINED: WHAT IS ""AL MASJID AL AQSA?!"" There's a LOT of chatter in the Ummah about what Masjid al Aqsa ACTUALLY is Is this important, and does it matter? We explore this crucial question #HandsOffAlAqsa",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,""" EXPLAINED: WHAT IS ""AL MASJID AL AQSA?!"" There's a LOT of chatter in the Ummah about what Masjid al Aqsa ACTUALLY is Is this important, and does it matter? We explore this crucial question #HandsOffAlAqsa"
p0b3mczvp,"Afg is an exception as the Taliban are rooted in Pashtun tribal society and the madaris system is part of this culture that breathed life into this movement 

Same style of tribalism exists in part of Sahel but beyond that, where? 

Jordan, Egypt, Maghreb, South East Asia? Nope","Afg is an exception as the Taliban are rooted in Pashtun tribal society and the madaris system is part of this culture that breathed life into this movement Same style of tribalism exists in part of Sahel but beyond that, where? Jordan, Egypt, Maghreb, South East Asia? Nope",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"Afg is an exception as the Taliban are rooted in Pashtun tribal society and the madaris system is part of this culture that breathed life into this movement Same style of tribalism exists in part of Sahel but beyond that, where? Jordan, Egypt, Maghreb, South East Asia? Nope"
nulkth7fl,"""I am not a Saudi nor do I live there, nor do I justify sins or bad stuff that may occur there, happy?

By the way, you literally live in the U.S. and pay taxes to them, which they use to bomb Iran

This isn't a W you think it is

Come on Taqiyatjou, I expected better from you,","""I am not a Saudi nor do I live there, nor do I justify sins or bad stuff that may occur there, happy? By the way, you literally live in the U.S. and pay taxes to them, which they use to bomb Iran This isn't a W you think it is Come on Taqiyatjou, I expected better from you,",Irrelevant,python/ELI/all_tweets.xlsx,"""I am not a Saudi nor do I live there, nor do I justify sins or bad stuff that may occur there, happy? By the way, you literally live in the U.S. and pay taxes to them, which they use to bomb Iran This isn't a W you think it is Come on Taqiyatjou, I expected better from you,"
13xrdcqiq,"""""While majority of the Muslims fight on dates regarding Ramadan, or Eid, or many follow Saudis, I was looking at Ahmadis calendar and they have it all sorted out for the next 10 years. No telescopes, no last minute suspense. Science nd Logic. Thats what Fawad Ch was fighting for. 
""
--------------

Thank you Qaddianis for fasting with us, many kuffar do take part voluntarily but not like you guys, making a calendar for the blessed month and everything","""""While majority of the Muslims fight on dates regarding Ramadan, or Eid, or many follow Saudis, I was looking at Ahmadis calendar and they have it all sorted out for the next 10 years. No telescopes, no last minute suspense. Science nd Logic. Thats what Fawad Ch was fighting for. "" -------------- Thank you Qaddianis for fasting with us, many kuffar do take part voluntarily but not like you guys, making a calendar for the blessed month and everything",Irrelevant,python/ELI/all_tweets.xlsx,"""""While majority of the Muslims fight on dates regarding Ramadan, or Eid, or many follow Saudis, I was looking at Ahmadis calendar and they have it all sorted out for the next 10 years. No telescopes, no last minute suspense. Science nd Logic. Thats what Fawad Ch was fighting for. "" -------------- Thank you Qaddianis for fasting with us, many kuffar do take part voluntarily but not like you guys, making a calendar for the blessed month and everything"
9k9djzb8t,"""              ,                

      ,                         

  ,      ,  , ,             

[ .-    ,                                       ,  ]

 Voice of Bangladesh Muslims""",""" , , , , , , [ .- , , ] Voice of Bangladesh Muslims""",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,""" , , , , , , [ .- , , ] Voice of Bangladesh Muslims"""
,"""Dans lexplication de la Aqida at-Tahawiya du shaykh Hamud Ibn Uqla ash-Shuaybi  , Le shaykh explique que le critre du bonheur et du malheur est la fin sur laquelle la personne meurt","""Dans lexplication de la Aqida at-Tahawiya du shaykh Hamud Ibn Uqla ash-Shuaybi , Le shaykh explique que le critre du bonheur et du malheur est la fin sur laquelle la personne meurt",Salafi jihadi,python/ELI/all_tweets.xlsx,"""Dans lexplication de la Aqida at-Tahawiya du shaykh Hamud Ibn Uqla ash-Shuaybi , Le shaykh explique que le critre du bonheur et du malheur est la fin sur laquelle la personne meurt"
mcfj1nacf,"""No terrorist organization ever dropped nuclear bombs on civilians.

Only America did that.

And then had the gall to lecture the world about restraint."",73.0","""No terrorist organization ever dropped nuclear bombs on civilians. Only America did that. And then had the gall to lecture the world about restraint."",73.0",Irrelevant,python/ELI/all_tweets.xlsx,"""No terrorist organization ever dropped nuclear bombs on civilians. Only America did that. And then had the gall to lecture the world about restraint."",73.0"
zodhpjgo2,"""Allah has bestowed upon us the tremendous favor of continuing to discover manuscripts of the works of Ibn Taymiyyah and of his students and followers.

Multiple volumes of his Tafsir works are planned for publication, including one volume being published for the first time.,","""Allah has bestowed upon us the tremendous favor of continuing to discover manuscripts of the works of Ibn Taymiyyah and of his students and followers. Multiple volumes of his Tafsir works are planned for publication, including one volume being published for the first time.,",Irrelevant,python/ELI/all_tweets.xlsx,"""Allah has bestowed upon us the tremendous favor of continuing to discover manuscripts of the works of Ibn Taymiyyah and of his students and followers. Multiple volumes of his Tafsir works are planned for publication, including one volume being published for the first time.,"
,"""All these hypocrite Madkhalis coming out with open Takfir of the Rafidhah, scholars and laymen  which is correct  suddenly get amnesia, and forget that MBS affirmed Islam for the previously bbqd leader of Iran. Even Madkhalis recognize that the then leader of Iran was a Taght. Is Al-Kufr Bi-Taghut only applicable when convenient with Saudi foreign policy?

This is why nobody takes these clown seriously, and theyre a filthy stain on the Salafi Dawah. Their religious discourse takes its ques from Saudi foreign policy, with Salafi buzzwords sprinkled in when convenient and serves their purposes.

The reality is, the Salaf and Salafi Manhaj are free from them."",","""All these hypocrite Madkhalis coming out with open Takfir of the Rafidhah, scholars and laymen which is correct suddenly get amnesia, and forget that MBS affirmed Islam for the previously bbqd leader of Iran. Even Madkhalis recognize that the then leader of Iran was a Taght. Is Al-Kufr Bi-Taghut only applicable when convenient with Saudi foreign policy? This is why nobody takes these clown seriously, and theyre a filthy stain on the Salafi Dawah. Their religious discourse takes its ques from Saudi foreign policy, with Salafi buzzwords sprinkled in when convenient and serves their purposes. The reality is, the Salaf and Salafi Manhaj are free from them."",",Salafi jihadi,python/ELI/all_tweets.xlsx,"""All these hypocrite Madkhalis coming out with open Takfir of the Rafidhah, scholars and laymen which is correct suddenly get amnesia, and forget that MBS affirmed Islam for the previously bbqd leader of Iran. Even Madkhalis recognize that the then leader of Iran was a Taght. Is Al-Kufr Bi-Taghut only applicable when convenient with Saudi foreign policy? This is why nobody takes these clown seriously, and theyre a filthy stain on the Salafi Dawah. Their religious discourse takes its ques from Saudi foreign policy, with Salafi buzzwords sprinkled in when convenient and serves their purposes. The reality is, the Salaf and Salafi Manhaj are free from them."","
76871fifs,"""Khamenei, the oppressor, tyrant, and butcherer of Muslims is no more,","""Khamenei, the oppressor, tyrant, and butcherer of Muslims is no more,",Irrelevant,python/ELI/all_tweets.xlsx,"""Khamenei, the oppressor, tyrant, and butcherer of Muslims is no more,"
at2rb3cnv,"""""By this logic Hafez and Bashar al Assad were both Sunnis and not Nusayri Alawites

This is what their scholars also said
Exactly this

Adnan sit this one out, youre doing yourself no favour in long term 

We will not forget where you stood
With the Juice and the oppressors""
""
--------------

Look at this @MrAdnanRashid, ""Sunni"" Bashar.","""""By this logic Hafez and Bashar al Assad were both Sunnis and not Nusayri Alawites This is what their scholars also said Exactly this Adnan sit this one out, youre doing yourself no favour in long term We will not forget where you stood With the Juice and the oppressors"" "" -------------- Look at this @USER, ""Sunni"" Bashar.",Irrelevant,python/ELI/all_tweets.xlsx,"""""By this logic Hafez and Bashar al Assad were both Sunnis and not Nusayri Alawites This is what their scholars also said Exactly this Adnan sit this one out, youre doing yourself no favour in long term We will not forget where you stood With the Juice and the oppressors"" "" -------------- Look at this @MrAdnanRashid, ""Sunni"" Bashar."
0bhokvzya,"""As someone who binge-watches Shaykh Aymans videos on correcting reciters, Ive noticed that a common mistake he points out in almost every episode is the nasalisation of mudd (e.g., ).,","""As someone who binge-watches Shaykh Aymans videos on correcting reciters, Ive noticed that a common mistake he points out in almost every episode is the nasalisation of mudd (e.g., ).,",Irrelevant,python/ELI/all_tweets.xlsx,"""As someone who binge-watches Shaykh Aymans videos on correcting reciters, Ive noticed that a common mistake he points out in almost every episode is the nasalisation of mudd (e.g., ).,"
gjuzlluzs,"""AN EXCITING UPDATE: Biithnillah, a video update will be shared soon of the progress onsite! Our construction team have been working full-time throughout the last few months and now into Ramadan  and the Markaz is taking shape. We need a final 250,000 for the FINAL PHASE. The donations have started to come in already, but we need to keep pushing!

CARD & PAYPAL



BANK TRANSFERS
Bank Name: HSBC
South West London Islamic Society

Sort Code: 40-01-07
Account Number:41771787"",","""AN EXCITING UPDATE: Biithnillah, a video update will be shared soon of the progress onsite! Our construction team have been working full-time throughout the last few months and now into Ramadan and the Markaz is taking shape. We need a final 250,000 for the FINAL PHASE. The donations have started to come in already, but we need to keep pushing! CARD & PAYPAL BANK TRANSFERS Bank Name: HSBC South West London Islamic Society Sort Code: 40-01-07 Account Number:41771787"",",Salafi taklidi,python/ELI/all_tweets.xlsx,"""AN EXCITING UPDATE: Biithnillah, a video update will be shared soon of the progress onsite! Our construction team have been working full-time throughout the last few months and now into Ramadan and the Markaz is taking shape. We need a final 250,000 for the FINAL PHASE. The donations have started to come in already, but we need to keep pushing! CARD & PAYPAL BANK TRANSFERS Bank Name: HSBC South West London Islamic Society Sort Code: 40-01-07 Account Number:41771787"","
bnfuwdv71,"Rabee al-Madkhali back in his Ikhwaani days. Leave all of this division, no Sururiyyah no Ikhwaaniyyah, all of us are Ahlul Hadith insha'Allah.","Rabee al-Madkhali back in his Ikhwaani days. Leave all of this division, no Sururiyyah no Ikhwaaniyyah, all of us are Ahlul Hadith insha'Allah.",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"Rabee al-Madkhali back in his Ikhwaani days. Leave all of this division, no Sururiyyah no Ikhwaaniyyah, all of us are Ahlul Hadith insha'Allah."
zouyucvmz,"""""There was two men who were arguing about people who call upon the dead at graves and ask them for their needs.

One said: This is shirk, because Allah says:
The places of worship are only for Allah, so do not invoke anyone besides Him.

The other replied:

Show more.. 
""
--------------

Subhanallah people musta had patience back then to hear you out because this wouldve ended in a fight today and the refuting point wouldve never been made","""""There was two men who were arguing about people who call upon the dead at graves and ask them for their needs. One said: This is shirk, because Allah says: The places of worship are only for Allah, so do not invoke anyone besides Him. The other replied: Show more.. "" -------------- Subhanallah people musta had patience back then to hear you out because this wouldve ended in a fight today and the refuting point wouldve never been made",Irrelevant,python/ELI/all_tweets.xlsx,"""""There was two men who were arguing about people who call upon the dead at graves and ask them for their needs. One said: This is shirk, because Allah says: The places of worship are only for Allah, so do not invoke anyone besides Him. The other replied: Show more.. "" -------------- Subhanallah people musta had patience back then to hear you out because this wouldve ended in a fight today and the refuting point wouldve never been made"
1gbsklul5,"You dont need scholarly opinions on every single matter. Some niggas need to stop being sheep and use their own brains

Bring back interdisciplinary studies and maximising critical thinking",You dont need scholarly opinions on every single matter. Some niggas need to stop being sheep and use their own brains Bring back interdisciplinary studies and maximising critical thinking,Irrelevant,python/ELI/all_tweets.xlsx,You dont need scholarly opinions on every single matter. Some niggas need to stop being sheep and use their own brains Bring back interdisciplinary studies and maximising critical thinking
buzfurrxb,"""We have daughters, sisters and wives Treat your women kindly as the Prophet Sallallaahu alaihi wa sallam said. Spend on them say a good word""","""We have daughters, sisters and wives Treat your women kindly as the Prophet Sallallaahu alaihi wa sallam said. Spend on them say a good word""",Irrelevant,python/ELI/all_tweets.xlsx,"""We have daughters, sisters and wives Treat your women kindly as the Prophet Sallallaahu alaihi wa sallam said. Spend on them say a good word"""
7pktkaitj,Some Emiratis object: Where is the clause in the Iran/US agreement about Palestine?! But are you not the ones who betrayed the Palestinians in the first place with US bases and the Abraham Accords? You cant even protest in your own country. Forget everything else.,Some Emiratis object: Where is the clause in the Iran/US agreement about Palestine?! But are you not the ones who betrayed the Palestinians in the first place with US bases and the Abraham Accords? You cant even protest in your own country. Forget everything else.,Irrelevant,python/ELI/all_tweets.xlsx,Some Emiratis object: Where is the clause in the Iran/US agreement about Palestine?! But are you not the ones who betrayed the Palestinians in the first place with US bases and the Abraham Accords? You cant even protest in your own country. Forget everything else.
v9js19mr6,"""SNEAKO asks Glenn Greenwald why Brazilian UFC fighters such as Charles Oliveira are Z*onists who support lsraeI 

""There's a big dr*g gang, they renamed this huge favela 'The Complex of lsraeI'. They wear IDF uniforms, their pools have a gigantic Star of David in the middle. You'll see more lsraeI flags than Brazil flags.""

""If you're Evangelical in Brazil, central to your religious identity, is you have to support the current modern day lsraeI.""

""Catholics and Orthodox have stayed immune to that."""",","""SNEAKO asks Glenn Greenwald why Brazilian UFC fighters such as Charles Oliveira are Z*onists who support lsraeI ""There's a big dr*g gang, they renamed this huge favela 'The Complex of lsraeI'. They wear IDF uniforms, their pools have a gigantic Star of David in the middle. You'll see more lsraeI flags than Brazil flags."" ""If you're Evangelical in Brazil, central to your religious identity, is you have to support the current modern day lsraeI."" ""Catholics and Orthodox have stayed immune to that."""",",Irrelevant,python/ELI/all_tweets.xlsx,"""SNEAKO asks Glenn Greenwald why Brazilian UFC fighters such as Charles Oliveira are Z*onists who support lsraeI ""There's a big dr*g gang, they renamed this huge favela 'The Complex of lsraeI'. They wear IDF uniforms, their pools have a gigantic Star of David in the middle. You'll see more lsraeI flags than Brazil flags."" ""If you're Evangelical in Brazil, central to your religious identity, is you have to support the current modern day lsraeI."" ""Catholics and Orthodox have stayed immune to that."""","
xd53qqyfa,"""""If Bangladesh wages a war against Myanmar, the women we capture will be distributed among our soldiers.
Suppose we get 50 girls, I will keep 10. Rest I will sell to our soldiers.
Islam allows taking kafir girls as sex slaves. They deserve humiliation.
~ Bangladeshi maulavi. 
""
--------------

Alhamdulillah. May Allah reward him

The comments can keep bitching and whining. We dgaf.","""""If Bangladesh wages a war against Myanmar, the women we capture will be distributed among our soldiers. Suppose we get 50 girls, I will keep 10. Rest I will sell to our soldiers. Islam allows taking kafir girls as sex slaves. They deserve humiliation. ~ Bangladeshi maulavi. "" -------------- Alhamdulillah. May Allah reward him The comments can keep bitching and whining. We dgaf.",Irrelevant,python/ELI/all_tweets.xlsx,"""""If Bangladesh wages a war against Myanmar, the women we capture will be distributed among our soldiers. Suppose we get 50 girls, I will keep 10. Rest I will sell to our soldiers. Islam allows taking kafir girls as sex slaves. They deserve humiliation. ~ Bangladeshi maulavi. "" -------------- Alhamdulillah. May Allah reward him The comments can keep bitching and whining. We dgaf."
8bynu6how,"""Esta es la psicloga Leiva, la que entreg a Angel a la madre a pesar de que el nene de 4 aos suolicaba no ir con ella. Miserable.","""Esta es la psicloga Leiva, la que entreg a Angel a la madre a pesar de que el nene de 4 aos suolicaba no ir con ella. Miserable.",Irrelevant,python/ELI/all_tweets.xlsx,"""Esta es la psicloga Leiva, la que entreg a Angel a la madre a pesar de que el nene de 4 aos suolicaba no ir con ella. Miserable."
0yix0q00o,"""Islam over your culture.

Its reported that a man greeted the Prophet  with Good morning, and he  said:

Allah has honored us above your greeting, and made our greeting the greeting of the people of Paradise, which is al-Salam [alaykum].

[Maghazi of Musa of bin Uqbah]","""Islam over your culture. Its reported that a man greeted the Prophet with Good morning, and he said: Allah has honored us above your greeting, and made our greeting the greeting of the people of Paradise, which is al-Salam [alaykum]. [Maghazi of Musa of bin Uqbah]",Irrelevant,python/ELI/all_tweets.xlsx,"""Islam over your culture. Its reported that a man greeted the Prophet with Good morning, and he said: Allah has honored us above your greeting, and made our greeting the greeting of the people of Paradise, which is al-Salam [alaykum]. [Maghazi of Musa of bin Uqbah]"
s7rzi0y18,"Those who use the Riddah of a random account to score polemical points downplay the seriousness of Riddah. Both parties (generally) consider the laity among different groups to be Muslims, but its like they relish in the fact that someone from the opposing group has left Islam.","Those who use the Riddah of a random account to score polemical points downplay the seriousness of Riddah. Both parties (generally) consider the laity among different groups to be Muslims, but its like they relish in the fact that someone from the opposing group has left Islam.",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"Those who use the Riddah of a random account to score polemical points downplay the seriousness of Riddah. Both parties (generally) consider the laity among different groups to be Muslims, but its like they relish in the fact that someone from the opposing group has left Islam."
w5wrzhmmj,"""@nasafism Youre trolling at this point.

I clearly and unambiguously answered it.

Now answer the question you low IQ retard:

If someone says: y Ibls madad is that shirk according to your standards?

a. Yes

b. No","""@USER Youre trolling at this point. I clearly and unambiguously answered it. Now answer the question you low IQ retard: If someone says: y Ibls madad is that shirk according to your standards? a. Yes b. No",Irrelevant,python/ELI/all_tweets.xlsx,"""@nasafism Youre trolling at this point. I clearly and unambiguously answered it. Now answer the question you low IQ retard: If someone says: y Ibls madad is that shirk according to your standards? a. Yes b. No"
a4vsq902q,"""Do they not see that they are tried every year once or twice but then they do not repent nor do they remember?

- Shaykh Ibrahim as-Sakraan (may Allah protect &amp; free him)","""Do they not see that they are tried every year once or twice but then they do not repent nor do they remember? - Shaykh Ibrahim as-Sakraan (may Allah protect &amp; free him)",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""Do they not see that they are tried every year once or twice but then they do not repent nor do they remember? - Shaykh Ibrahim as-Sakraan (may Allah protect &amp; free him)"
zg1ppqrqe,"One time neighbours released their dog from the other side of the road and it ran across the road to chase me. The quicker we get these menaces to society off the streets, the better.","One time neighbours released their dog from the other side of the road and it ran across the road to chase me. The quicker we get these menaces to society off the streets, the better.",Irrelevant,python/ELI/all_tweets.xlsx,"One time neighbours released their dog from the other side of the road and it ran across the road to chase me. The quicker we get these menaces to society off the streets, the better."
5dbp1c71i,"""  $'    *|!          ** +- *",""" $' *|! ** +- *",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,""" $' *|! ** +- *"
xh0kdo184,"""Become a strong Muslimah:

 Study Tafseer
 Learn Arabic
 Study Aqeedah
 Study Fiqh
 Study Ahadith
 Memorize the Quran
 Build discipline
 Work on your character

A strong Muslimah is built through knowledge, worship, and beautiful character.""","""Become a strong Muslimah: Study Tafseer Learn Arabic Study Aqeedah Study Fiqh Study Ahadith Memorize the Quran Build discipline Work on your character A strong Muslimah is built through knowledge, worship, and beautiful character.""",Irrelevant,python/ELI/all_tweets.xlsx,"""Become a strong Muslimah: Study Tafseer Learn Arabic Study Aqeedah Study Fiqh Study Ahadith Memorize the Quran Build discipline Work on your character A strong Muslimah is built through knowledge, worship, and beautiful character."""
