text,label
""" LIVE TODAY!
Please join us for a special DawahWise livestream!
How Islam Won the Heart And Mind Of An Atheist - Live Q&A
Link: 
Thursday, 4th Dec, 2025 at 5pm (UK) | 10:30pm (IST) | 1pm (EST)
 Panel: , I.Hakim @CogentFaith, @SubboorAhmad, Al-Yemeni @MARazack26 with the #DawahWise Team: @MansurXAhmed, Mohammad @Real_MetaPhysix and Hashim @DawahWise
Please Like, Share, Subscribe and Follow
#islam #science #atheism #evidence #god #faith #physics #maths""",label_Irrelevant
"Unreliable Bible
Unreliable Bible
Unreliable Bible

Can Muslims Grant The Bible As Reliable Scripture And Prophecy??!! With ...  via @YouTube",label_Irrelevant
""" LIVE TODAY!
Please join us for a special DawahWise livestream!
Link: 
Live Q&A - Engage, Challenge, Clarify
Thursday, 20th Nov, 2025 at 5pm (UK) | 10:30pm (IST) | 1pm (EST)
 Panel: Alie, Al-Yemeni @MARazack26, I.Hakim @CogentFaith with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise
Please Like, Share, Subscribe and Follow""",label_Irrelevant
"Christian dilemma #2
Begetting dilemma

If the Fathers power to beget is natural and essential and a good property, while the Sons incapacity to beget is natural and necessary, then the Sons nature is deficient relative to the Fathers.
Since divinity entails the absence of deficiency, the Son cannot be fully divine.

If the Son possesses the power or ability or capacity to beget eternally, then Trinity is not an essential nature of God- it could be more than three in one.",label_Irrelevant
"Christians claim that in the trinitarian concept of God, all three persons have the same will. 
Question: Did the Son will to be begotten?",label_Irrelevant
"Christians often claim that in Trinity concept of God, each person has the same divine nature. 
False and erroneous claim. 
The Father has a nature of begetting, while the Son lacks this nature.",label_Irrelevant
"Christian dilemma #1. 
The duck dilemma:
 
If they count three ducks, the Christian is a tri-theist. If they count as one duck, the Christian will be an ignoramus 
Individual or someone needing an eye sight test.",label_Irrelevant
""" LIVE TODAY!
Please join us for a special DawahWise livestream!
Live Q&A - Engage, Challenge, Clarify
Thursday, 6th Nov, 2025 at 5pm (UK) | 10:30pm (IST) | 1pm (EST)
Link: 
 Panel: Sadat, Brandon @MercifulMessage, Al-Yemeni @MARazack26, I.Hakim @CogentFaith with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise
Please Like, Share, Subscribe and Follow""",label_Irrelevant
""" LIVE TODAY!
Please join us for a special DawahWise livestream!
Link: 
The Shocking Moral Dilemmas of Hindu Gods- Live Q&A
Thursday, 30 October, 2025 at 5pm (UK) | 10:30pm (IST) | 1pm (EST)
 Panel: I.Hakim @CogentFaith and Alie with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise
Please Like, Share, Subscribe and Follow
#HinduMythology
 #HinduismExplained
 #IndianMythology
 #Spirituality
 #EasternPhilosophy
 #MythologyExplained
 #AncientIndia
 #HinduGods
 #Philosophy""",label_Irrelevant
""" Adnan Rashid  Muslim Historian, Speaker &amp; Debater
 Samuel Green  Christian Apologist, Speaker &amp; Debater

 Venue: The Angel Church, Chadwell Street, Angel, Islington, London, EC1R 1XD

 Time: 7 PM

 Date: Friday, October 31, 2025

 Free Entry | All Welcome | Q&amp;A",label_Irrelevant
"""LIVE TODAY!
Please join us for a special DawahWise livestream!
Live Q&A - Engage, Challenge, Clarify
Thursday, 23rd Oct, 2025 at 6:30pm (UK) | 11pm (IST) | 1:30pm (EST)
Link: 
 Panel: @MansurXAhmed, Muris @IslamDiscovered, I.Hakim @CogentFaith and Fawad
Please Like, Share, Subscribe and Follow""",label_Irrelevant
""" LIVE TODAY!
Please join us for a special DawahWise livestream!
Live Q&A - Engage, Challenge, Clarify
Thursday, 9th Oct, 2025 at 6pm (UK) | 10:30pm (IST) | 1pm (EST)
Link: 
 Panel: Sadat, Al-Yemeni @MARazack26, Fawad, Muris @IslamDiscovered with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise
Please Like, Share, Subscribe and Follow""",label_Irrelevant
""" LIVE TODAY!
Please join us for a special DawahWise livestream!
Link: 
Live Q&A - Engage, Challenge, Clarify
Thursday, 25th Sep, 2025 at 6pm (UK) | 10:30pm (IST) | 1pm (EST)
 Panel: Brandon @MercifulMessage, Muris @IslamDiscovered, I.Hakim @CogentFaith with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise
Please Like, Share, Subscribe and Follow""",label_Irrelevant
""" LIVE TODAY!
Please join us for a special DawahWise livestream!
Tipu Sultan, The Tiger of Mysore Decolonised - with Live Q&A
Link: 
Thursday, 18th September 2025 at 6pm (UK) | 10:30pm (IST) | 1pm (EST)
 Panel: Pablo and Fawad with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise
Please Like, Share, Subscribe and Follow
#tipusultan #Islam #India""",label_Irrelevant
"""A believer calls upon Allh with complete certainty that their du' will be answered. Why? Because they believe with certainty of Allh's generosity, knowing that He never lets down those who turn to Him sincerely, calling upon Him directly and alone with an attentive heart.",label_Irrelevant
"""A beautiful admonition from Ubayy bin Kab raAllhuanhu",label_Irrelevant
"""Aisha (may Allah be pleased with her), who said that the Prophet () said:
""Indeed, it (good character) increases homes in prosperity and prolongs lifespans.""

Imam Ahmad (6/159).

This hadith is Saheeh""",label_Irrelevant
"""A news series of lessons beginning in-sh-Allh this Tuesday 28th April, 2026, with Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allh protect him). Tafseer of selected verses by the Muhaddith of Madeenah, al-'Allmah, Shaykh 'Abdul Muhsin al-'Abbd al-Badr (may Allh protect him):""",label_Salafi taklidi
"""Beware of pride that prevents us from doing what is right and accepting the truth. The Messenger  said, The one who has an atoms weight of pride in his heart will not enter Paradise. Then he explained, Pride is to reject the truth and look down on people. (Muslim, 91)""",label_Irrelevant
"""The true ihsaan is that you be good to those who were bad to you. Not easy except for the muhsin. Life short what level do u want to reach?""",label_Irrelevant
"""[Clip: 5:55 mins] The Sunnah is Clear! -Abdulilah Lahmami @Abdulilah_UK @learnaboutislam",label_Salafi taklidi
"Imam Ibn al-Qayyim (may Allah have mercy on him) said:
No matter how long a trial lasts, it will come to an end.
Allah has made hardships, pains, and evils in this world cut off (they do not last forever).
[Mukhtaar al-Sawaaiq al-Mursalah (p. 268)]
Abdulilah lahmami",label_Salafi taklidi
"""Generation after generation, the masjid (mosques) have been the blessed foundation for every student of knowledge and the path of the scholars in seeking & spreading knowledge. Step by step, until many were raised by Allh to become illustrious Imms, beacons of guidance who combined true knowledge with righteous action, benefiting both themselves and the Ummah.""",label_Irrelevant
""" The Salaf and their Fear of the Fitnah of Women",label_Salafi taklidi
"""A hadeeth that should shake the heart of every Muslim, reminding us not to take lightly the sins of the heart, which sadly some neglect, despite their deep and damaging effects on the heart and limbs.",label_Irrelevant
"""When will the Dajjal (the False Messiah) appear? 

A return to the age of swords, spears and shields.""",label_Salafi jihadi
"""[Clip: 4:51 mins] Advice for the Newly Married or Youth Looking to Get Married - Abdulilah Lahmami @Abdulilah_UK",label_Salafi taklidi
""" The Stance of the Believer During Times of Tribulation  Excerpts from al-Allmah Ibn Bz Raimahullh.

 Sh Abu Fuayl Abdur Raqb.",label_Salafi taklidi
"""A beautiful du' of the great Companion- 'Abdullh ibn Mas'oud (may Allh be pleased with him). A Companion about whom the Prophet (peace and blessings of Allh be upon him) said:
""I am pleased for my Ummah with what ibn Ummi 'Abd ('Abdullh ibn Mas'oud) is pleased for it.""
[Silsilah al-Ahadeeth as-Saheehah, no.1225]""",label_Irrelevant
"""May Allah have mercy Sa'ud bin Mutlaq al-Wad'ani, one of the noble mashaykh of Ahlus-Sunnah in Al-Ahsa region, he passed away after delivering his Fajr lesson on Saturday. Lived a life full of knowledge and teaching.",label_Salafi taklidi
"Unity is not blind togetherness.

It is founded upon Tawd, and it exists to preserve Tawd.",label_Salafi taklidi
"""A single moment of sin can destroy what took a lifetime to build.

Be alert.

Dont underestimate the One you disobeyed.""",label_Irrelevant
"""Just get divorced is lazy advice.

Never rush to separate what Allah joined, especially when children are involved.

If theres a path to reconcile, find it.

If not, let proper channels handle it""",label_Irrelevant
"""*A Muslim in a World Full of Desires*

 Confirmed Speakers:
- Ustadh Abul Abbaas
- Ustadh Abubakar al Khalafi
- Ustadh Basak al Kurdi
- Ustadh Muhammad Huzaifah

*Sat 4th April, from Asr 5pm till late*

All are welcome.

 Masjid Sunnah Nelson, BB9 9AR",label_Salafi taklidi
"""Sh al-Islm Muammad ibn Abd al-Wahhb Conference 1447H / 2026*

 His life and dawah.
 Clearing common misconceptions.
 Principles that shape sound understanding and the true unity of the Ummah.

 30 March  2 April 2026
 2 Sessions Nightly
 Masjid Quba, Leicester",label_Salafi taklidi
"""We know what we want.

We even know what it takes to get there.

But discipline?

Consistency?

Perseverance?

Rare.

Jannah isnt earned by the lives were currently living.

May Allah guide us to something better.""",label_Irrelevant
"""We are honoured to host our first annual conference dedicated to Shaykh al-Islam Muhammad ibn Abd al-Wahhb  

 30 March  2 April 2026
 2 Sessions Nightly
 Masjid Quba, Leicester

Shaykh Abdul-Haqq at-Turkmani
Ustadh Abderahman Hammouche
Ustadh Abubakar al-Khalafi",label_Salafi taklidi
"""The Last 10 Nights Are Here - Help Secure Masjid Quba

 Donate here: 

May Allah accept from us all and allow us to secure this masjid for the sake of Allah.",label_Salafi taklidi
"My advice to the youth as Raman enters:

Dont make your du all about you

Remember the ones who carried you to this point; your parents

Theyre either ageing or beneath the earth

One day youll be in their place

Make du the way you hope your children will for you",label_Irrelevant
"""O Allah, have mercy on those who fasted with us in past Ramadhns but are now beneath the earth.

They once longed for its nights with us, and now they await our du in their graves.

O Allah, forgive them, ease their loneliness, and grant them Paradise.""",label_Irrelevant
"""AMAU Lands in Denmark! 

Three classical texts. Two days. One rare opportunity.

AMAU brings you a Dawrah Ilmiyyah designed to do more than inform:

From worship and sound methodology to sciences like Usul al-Fiqh, it builds the toolkit you need to engage the Deen with understanding and confidence.

 Teacher: Shaykh Abubakar al Khalafi 
 78 February, 2026
 Odense, Denmark - Dawah Center (Biskorupvej 2)
 Open to brothers and sisters

This isn't theory in a vacuum. It's knowledge you'll carry with you.

Full schedule & FREE registration:",label_Salafi taklidi
""" An Episode You Cant Afford to Miss!

 Sheikh Dr. Asim al-Qaryooti, Ustadh Muhammad Tim Humble, and Sheikh Abubakar al-Khalafi discuss the most pressing challenges facing students of knowledge today:

- Struggling to dedicate oneself fully to studying Islam
- Taking the wrong paths in seeking knowledge
- Burnout and inconsistency
- Distance and online learning
- And much more

 Watch the second episode of Majalis Ilmiyyah NOW:",label_Salafi taklidi
"Rajab is gone. 

Shabn is here.

If youre serious about Ramadn, the preparation starts now.

Clean your heart.

Repent.

Because the one who wastes Shabn rarely honours Ramadn.",label_Irrelevant
""" New Series at Masjid Quba starting today

 Hearts &amp; Tawheed: The Believers Core

 With Shaykh Abubakar al Khalafi @abubakarkhalafi

 Every Saturday after Ish (7 PM)

 Session 1: Loving Others Like Allah  The Shirk of Love

 Based on Kitaab at-Taweed, Chapter 31",label_Salafi taklidi
"""""The Salaf never made men the scale for truth.

They followed the truth, and honoured those who followed it.

Today, many have reversed this: we follow fulan = therefore we must be upon the truth.

This is not Salafiyyah.

Its sectarianism in Salafi clothes.""
""
--------------

Personality-Based Hizbiyyah: A Hidden Fitnah in the Salafi Dawah",label_Salafi taklidi
"The Salaf never made men the scale for truth.

They followed the truth, and honoured those who followed it.

Today, many have reversed this: we follow fulan = therefore we must be upon the truth.

This is not Salafiyyah.

Its sectarianism in Salafi clothes.",label_Salafi taklidi
"May Allah purify the dawah from hidden hizbiyyah,

Unite us upon truth,

And make our hearts attached to the aqq, not people.",label_Salafi taklidi
"""Those with the most speech in disobedience to Allh

What about this era of ours wherein sinful speech is glorified on social media?!",label_Irrelevant
"""Beware of pride that prevents us from doing what is right and accepting the truth. The Messenger  said, The one who has an atoms weight of pride in his heart will not enter Paradise. Then he explained, Pride is to reject the truth and look down on people. (Muslim, 91)""",label_Irrelevant
"""Allh is Al-Shahd: The one who is aware of everything... The one who will testify for or against His servants for what they did.

Taken from: Explanation To The Beautiful And Perfect Names Of Allh by Imm Abd al-Ramn bin Nir al-Sad (may Allh have mercy on him)""",label_Irrelevant
"""Seek knowledge in order to act upon it",label_Irrelevant
"""Noble Wives",label_Irrelevant
"""How the Scholars Dealt With The Fitnah of Ibn Hd and the Muafiqah

Shaykh Rab bin Hd ( ): Ibn Hds fitnah is more dangerous than that of the adddiyyah by tens of times

Read the article:",label_Salafi taklidi
"""The great scholar, al-Imm 'Abdur Rahmn as-Sa'd, Allah have mercy upon him, mentions the benefits of mutual consultation (al-mushwarah):

1. Implementing the commandments of Allah, and following a path that Allah loves, as Allah has described the believers as people of mutual consultation. The Messenger, sallallhu 'alyhi wa sallam would consult his companions.

2. It brings about cohesion amongst the believers.

3. Ideas are clarified and intellects are nurtured.

4. It may be that the correct path is a collobarotation of 2 or 3 opinions.
Correctness in an affair is not known until it is compared with the incorrect position by a sound intellect. 

5. Mutual consultation nurtures love between the believers. 

Majmu'ah of the Shaykh v.26 p.120""",label_Salafi taklidi
"""Abu alah Dawood Burbank (may Allh have mercy upon him and his wife) he was a beloved teacher and friend, a good example to us all. He died in 2011, and till this day, almost daily,  we come across some work he did during his lifetime! 

We miss him dearly, may Allh reward him for his great efforts and grant him and his family the highest ranks of paradise.""",label_Salafi taklidi
"""Dawah at Rideau Station in Ottawa

May Allh reward the brothers from Montreal and Ottawa who set up dawah table to invite people to Islm.""",label_Irrelevant
"""A warning from not speaking the truth. 

Translated by Sh Abu Abdillah Bill Hussain ( )",label_Irrelevant
"""Follow the Dall, Not the Muft - 'Allmah Muqbil bin Hdi, Allah have mercy on him

al-Allmah Muqbil bin Had al-Wdi, Allah have mercy on him, was asked regarding the befitting stance of a person on a fatwa from a single scholar; specifically in matters of disagreement. Should it suffice him or should he ask as many scholars as possible, and then follow a fatwa from their fatwa? Is this acceptable and is it negligent to ask only a single scholar? 

His answer:

What I advise the brother with, if he is a student of knowledge, is that he should research in the books, and should diligently attempt to find the truth himself from the books of the people of knowledge, and the affair is easy, Allah willing. And if this is not easy, then what matters is the ease of the heart. So if the heart is assured by asking the first scholar [whose answers come] with proof [then this is acceptable]. 

You must ask for proof, because Allah says, Follow what has been revealed to you from your Lord and do not follow other than Him any awliy. Little do you remember.  [Surat al-Arf: 3]. If he brings proof from the book of Allah and from the sunnah of the Messenger of Allah, sallallhu alaihi wa sallam, and you have understood the proof, then suffice yourself with this, or then you can ask another. And be sure that the proof is not abrogated, or that it is not a proof for what it is being used for, as it may be that the muft takes to a madh-hab, and is giving a fatwa which agrees with his madh-hab.

Ijbatus-Sil, p.638
Translation: Abu Hafsah Kashiff Khan""",label_Salafi taklidi
"""A beautiful admonition from Ubayy bin Kab raAllhuanhu",label_Irrelevant
"""A beautiful du' of the great Companion- 'Abdullh ibn Mas'oud (may Allh be pleased with him). A Companion about whom the Prophet (peace and blessings of Allh be upon him) said:
""I am pleased for my Ummah with what ibn Ummi 'Abd ('Abdullh ibn Mas'oud) is pleased for it.""
[Silsilah al-Ahadeeth as-Saheehah, no.1225]""",label_Irrelevant
When Silence in the Face of Wrong Brings Collective Punishment...,label_Irrelevant
"""So how can one live with such people?!",label_Irrelevant
"""""Reporters Without Borders has released its 2026 World Press Freedom Index, showing notable progress for Syria, which rose from 177th place in 2025 to 141st in 2026.

The organization said the improvement comes one year after the fall of former Syrian president Bashar al-Assad, noting that while the countrys press freedom situation remains very serious, all five indicators have improved, particularly the legal framework.""
""
--------------

Syria is doing much, much better, but there's still a long way to go. The @prisonsmuseum 's journalists and documentarists were prevented from accessing former SDF prisons, for instance, with no reason given. Much more transparency is needed.",label_Irrelevant
"""Not sure that waving the flags of a genocidal state in the name of safety of British Jews is going to do to diminish antisemitism?

But guess that's not the plan.""",label_Irrelevant
"""  '   .",label_Irrelevant
"""Zionists always post that clip without context. This is a Muhawara, its like a rap battle where they sing about politics. One singer sang for Russia, and another for Ukraine. Its an act",label_Irrelevant
"""My latest interview: w/a board member of the 'Pioneers of Bashan' Movement, the campaign seeking to establish Jewish settlements in south Syria. Topics include its definition of 'Bashan', influence in Israel &amp; the IDF, &amp; its view of the Syrian government",label_Irrelevant
"""""In response to a question about whether he calls Gaza a genocide, this former president said there are disasters and catastrophes everywhere. 
""
--------------

a really repulsive human being",label_Irrelevant
"""Zac ran one of the most racist campaigns - at that time - this country has ever seen.

Hate against both Jewish and Muslim people is on the rise - and we work best when we stand in solidarity with each other.

Both Antisemitism and Islamophobia are both unacceptable.""",label_Irrelevant
"""Mesopotamia returns to its status as a paradise following unprecedented rains",label_Irrelevant
"""NEW -- #Syria's MOI has captured one of the architects of the August 2013 Sarin gas nerve agent attack on Eastern Ghouta: Major General Adnan Halawa.

The latest in a series of high-profile arrests related to the #Assad regime's most infamous crimes.",label_Irrelevant
"""As long as the Sinai Plan [Nakba 2.0] is not off the table, the militarisation of Sinai is just the natural order of things. IDF should get used to such live firing and military drills for years to come.",label_Irrelevant
"""Syria has seen a growing number of protests across the country, mostly on socio-economic issues. Here our mapping of protests in the month of April alone. @TheSyriaReport",label_Irrelevant
"""""The European Union has warned Israel that it is ready to impose sanctions on those aiding and abetting the trade of Ukrainian grain stolen by Russia in the occupied territories, after a new ship loaded with the cereal arrived in the port of Haifa.

 
""
--------------

This is a good reason to sanction Israel, but surely not as good a reason as the genocide of the owners of the land Israel has settled upon.",label_Irrelevant
"The reaction to the stabbing of two British Jews demands once again that anti-genocide marches be stopped, as if antisemitism were caused by people demonstrating for decency and not by something claiming to be a 'Jewish state' perpetrating genocide.",label_Irrelevant
were a reasonable response. Imagine if a fifth of British Muslims said they were planning to move to join ISIS.,label_Irrelevant
"The pro-genocide political class, which contains more atheist and Christian Zionists than Jewish Zionists, is also exploiting the occasion to make disgusting allegations of 'antisemitism' against @ZackPolanski, the Jewish leader of the anti-racist, anti-genocide @TheGreenParty .",label_Irrelevant
"This essential book (by @neepd) is filling in the gaps in my understanding of Syrian history, adding flesh to the bones... Fascinating, and accessibly written.",label_Irrelevant
@neepd Sometimes history rhymes. This was 1954...,label_Irrelevant
@neepd and this was Israel's involvement in 1954,label_Irrelevant
"""NEWSFLASH! We're championing new and exciting voices in the world of food

With just one week to go, enter the Food Season Awards 2025 with special guest judge @BegumNadiya.

Enter now: 

Supported by @vittlesmagazine, sponsored by @miele",label_Irrelevant
"""For those craving more flavour in their life, and less time in the kitchen.

@BegumNadiyas newest cookbook #CookOnceEatTwice is full of creative and delicious recipes that prioritise cost and efficiency without forfeiting any of the taste.

Available at:",label_Irrelevant
"""We chatted to chef and author Nadiya Hussain (@BegumNadiya) about her new cookbook Cook Once, Eat Twice.",label_Irrelevant
"""Turns out, @BegumNadiya just really, really loves crisps  

Pick up a copy of this week's #RadioTimes magazine for our full feature and photoshoot with Nadiya - on sale now.",label_Irrelevant
"""Nadiyas ultimate guide to getting the most out of your time spent in the kitchen  all with her signature twist on flavour!

Discover how easy it is to stretch your meals, reduce your waste and make life simpler, so you always have satisfying food at your fingertips

@BegumNadiyas #CookOnceEatTwice is out now:",label_Irrelevant
"My new book, Cook Once, Eat Twice is out today! My answer to life's busyness and those days when you need food on the table quickly.



#CookOnceEatTwice",label_Irrelevant
"""""I told my husband to tell Bake Off that I had died"" 

Bake Off star @BegumNadiya speaks to Ryan Tubridy about her career, new book and TV Show, 'Cook Once, Eat Twice'

 Watch the full interview:  

#GBBO #VirginRadioUK",label_Irrelevant
"""In this week's Radio Times magazine, Nadiya Hussain discusses growing up in a second-generation British Bangladeshi family, the rise in food waste across the UK and being awarded her MBE.

Pick up a copy - on sale now.

Photographer: @JudeEdginton",label_Irrelevant
"Ever thought about using banana peel in your cooking? We have eaten banana peel our whole life, so we are in no way shocked or bamboozled by something like this. Its the perfect way to use up bananas. Recipe in my new book!",label_Irrelevant
"Only 1 week until my new book, Cook Once, Eat Twice is published!
This cottage pie is great for so many reasons - it uses easy, accessible ingredients and makes a perfect ready meal for when time is short.",label_Irrelevant
"""Successful trip to @ChatsworthHouse for  @BegumNadiya this weekend - not long to her new book &amp; series launch Cook Once, Eat Twice.
#bbc2  @MichaelJBooks",label_Irrelevant
"Its a month until Cook Once, Eat Twice hits shelves! Im so excited to start sharing more from the book, starting with this cookie recipe  chocolate and hazelnut are a dream combination, and we always have a supply in our freezer ready for a rainy day.",label_Irrelevant
"Hey everyone! The Short Tail Trail has taken over Luton in support of Keech Hospice Care! By joining the trail, youre enjoying a great day out and helping Keech provide vital services to those with life-limiting illnesses.

 #ShortTailTrail #HoponBoard #TakeaShelfie",label_Irrelevant
"Is there anything better than a biryani for feeding a crowd? This Eid, Im reaching for this recipe from my Simple Spices book. Its easy, comforting and delicious, with a sweetness from those gorgeous leeks! 

#Eid #MealIdeas #Celebrate #GoodTimes #NadiyasSimpleSpices",label_Irrelevant
"These Bao buns with spicy tuna do take a little effort to make, and they can get demolished in seconds, but most of the effort is in waiting around  which makes it a perfect dish to make over the weekend! I can promise you its worth it!",label_Irrelevant
"Make your summer plans and join me for the fantastic food festival! See you there 

#FoodFestival #NationalGeographic #Summer2024",label_Irrelevant
"For the sweet tooths out there! From a hot chocolate custard pudding and surprise snickerdoodles, to my marbled ice cream loaf cake and chocolate cookie pie there are loads of chocolate-themed recipes in my Everyday Baking book. I cant resist this chocolate bombe!",label_Irrelevant
"Looking for lunch inspiration? I love making this coconut fish noodle dish from my Everyday Baking book. Using one of my favourite ingredients (noodles!), its fragrant, warming and so easy to make  I promise youll love it!",label_Irrelevant
""" A night porter encouraged a 12-year old-girl to use a sex toy on herself and even asked her to come and stay in a hotel room with him while on holiday in Cornwall so he could rape her

Jonathan Pound started engaging in communication with a child when he joined the Kik messaging app which is known to be targeted at and used by children and teenagers.

He contacted a girl aged 12 and soon the conversation took a sexualised turn in nature.

A sentencing hearing at Truro Crown Court yesterday (Monday, April 27) heard how the conversation - even when Pound knew perfectly well that the girl was 12 years old - went from flirtatious to disgusting.

In 15 exchanges over five weeks, Pound, 44, from Station Road in Grampound Road, between Truro and St Austell, asked the girl if she was into older men, if she had a nice body and even asked her to send him pictures of her breasts and genitals.

The court heard that on one occasion he asked her to go in the house, locate a sex toy and insert it into her vagina and then he sent her a picture of his penis.

It was when he tried to encourage the girl to meet up at a hotel room he would book and asked her to come alone so staff would not bat an eyelid but would think she was his own daughter, that Devon and Cornwall Police, who had run the fake-girl account as a paedo-hunting decoy, pounced.

Pound was arrested and charged with one count of inciting a girl under 13 to engage in sexual activity and another of engaging in sexual communication with a child in connection with the incident in February/March 2024.

The 44-year-old dad of two young children later pleaded guilty to the charges.

His barrister said the incident happened two years ago and had been a one-off and Pound had not offended either before or since.

She said that Pound denied having any sexual interest in children but admitted that what he did was wrong, adding that he had been lonely at the time with no-one to speak to about his mental health issues.

His Honour Judge Simon Carr said Pound had intended to use Kik because it is targeted at and used by children and teens. 

He said Pound's conversation with the fake child were entirely sexualised and abhorrent in nature.

Judge Carr said Pound's offences were so serious an immediate custodial sentence was unavoidable.

He sentenced Pound to three years in prison. He will serve half before he is eligible to be released on licence. 

He will also be on the sex offenders' register for life and a sexual harm prevention order restricting his access to the internet was imposed for 10 years. 

Source UK Database.""",label_Irrelevant
""" THEY CALL IT CEASEFIRE WHILE GAZA STARVES, OCCUPIED PALESTINE BLEEDS, AND THE WORLD LOOKS AWAY | APRIL 27

 Aid / Crossings
The Gaza Crossing and Border Authority reported 214 trucks entered through Kerem Abu Salem: 134 commercial trucks, 12 aid trucks and 12 fuel trucks. For over 2 million people, this is not relief. It is controlled deprivation. They open the crossing when they choose, close it when they choose, then claim aid is flowing.

 Water Crisis
Gazas water collapse is catastrophic. Families are surviving on less than 10 litres per person daily, with some areas down to 2 litres. Before the war, access was around 80 litres. Water production has fallen from around 100,000 cubic metres per day to 35,000. Dirty water, sewage overflow, disease, insects and rats are now part of survival.

 Ceasefire Violations
Palestinian officials have cited 2,400+ serious israeli violations, including 921 shootings, 1,109 bombardments and attacks, 273 demolitions and 97 incursions. They call it a ceasefire. They keep firing.

 Imad Miqdad
Imad Miqdad was killed after israeli war criminal drones targeted his solar powered phone charging station in Sheikh Radwan. This was one of the few places civilians, journalists and medics could charge phones and stay connected. Destroy hospitals. Destroy water. Destroy roads. Destroy communication.

 Occupied Palestine / East Jerusalem
Occupied Palestine is being strangled in parallel. Since 7 October 2023, OCHA figures cited by UNRWA recorded 1,079 Palestinians killed in occupied Palestine, including East Jerusalem, at least 235 of them children, by 30 March 2026. Save the Children reported 685 Palestinian children displaced by settler violence in the first three months of 2026 alone. In al-Mughayyir near Ramallah, 14 year old Aws al-Naasan and 32 year old Jihad Abu Naim were killed during a settler attack near a school. This is raids, shootings, demolitions, illegal outposts, land seizures, settler terror and forced displacement working together.

 Dr Hussam Abu Safiya
Dr Hussam Abu Safiya, a Palestinian doctor from Gaza, remains in israeli detention without charge according to campaigners and rights advocates. April 28 is the feared key date being raised for his case. He treated the wounded after losing his own son. Then he was taken.

 Knesset Death Penalty Bill
The israeli Knesset passed a death penalty bill targeting Palestinians, advancing execution measures through occupation courts. So while Gaza is starved and bombed, Palestinian prisoners are threatened with execution through the same system that jails doctors without justice.

 Core Closing Line
They jail the doctors, threaten the prisoners, starve the civilians, cut the water, throttle the aid, kill the children, seize the land, build the settlements, then ask the world to call it democracy.""",label_Irrelevant
"""Donate &amp; share!:",label_Irrelevant
"""Help Feed Gaza Now - Our Distribution From February 18th, 2026",label_Irrelevant
"""Remembering Fred Dibnah, born this day in 1938.",label_Irrelevant
"""This is the most difficult and harshest video ever documented of rats inside tents, where dozens of large rats invaded the tent at night while people were asleep, moving through the space between bodies and in every corner without any restraint.

What I wrote in yesterdays tweet was not an exaggeration it truly happened in front of this young man as documented. An extremely shocking and brutal scene, considered one of the most difficult ever recorded in this reality so far.""",label_Irrelevant
""" A man who exposed himself to multiple women on a London train, breaching a Sexual Harm Prevention Order (SHPO) handed to him less than two weeks prior has been jailed, following a British Transport Police (BTP) investigation.

Ayman Yanoussi, 21, and of St Johns Road in Newham, was sentenced at Inner London Crown Court on Thursday 16 April to 14 months imprisonment having previously pleaded guilty to two counts of exposure, breaching his SHPO, and possessing cannabis.

The court heard how on 28 December 2025, at 11.20am, Yanoussi was at Upminster Bridge Underground station sat on a bench on the platform.

A woman who walked up the platform noticed that Yanoussi was sat with his trousers by his ankles while touching himself inappropriately.

She took out her phone to record what he was doing to pass on to police, but he quickly pulled his trousers up and hid behind a pillar. He then boarded a District Line train heading towards Wimbledon.

Not long after he boarded the train, Yanoussi sat next to another woman and pulled his trousers down. After that woman moved away, Yanoussi sat opposite another woman, again exposing himself to her before she moved away.

Yanoussi repeated this behaviour a third time, sitting next to another woman and exposing himself as the train approached Elm Park at which point several of the women who Yanoussi had targeted left the train.

Yanoussi continued to expose himself on different trains across London while occasionally touching himself inappropriately until 12.51pm when a woman reported his behaviour to a member of staff.

The train Yanoussi was on was held at Hammersmith Underground station, and Yanoussi quickly fled the station.

A BTP officer was dispatched to the station and found Yanoussi waiting at a bus stop where he was promptly arrested for exposure. 

After being detained, it emerged that Yanoussi had been handed a Sexual Harm Prevention Order less than two weeks earlier after he was sentenced to nine months' imprisonment, suspended for 18 months, having pleaded guilty to three counts of Upskirting that occurred in April 2024.

Source UK Database.""",label_Irrelevant
