text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
"""al-Tahawi attributes the possibility of taqiyya before al-Kawthari does btw.""",0.19189678,0.42760903,0.18721634,0.42760903,"No decision, maximum is Salafi jihadi",0.07239097
"""In defense of Shaykh Ibn Jibrn by the Grand Muft, Shaykh li al-Fawzn.

Q: May Allh bless you, this questioner says that some students of knowledge were happy at the death of Shaykh Ibn Jibrn, may Allh have mercy on him. Is this action correct?

Ans: This is not permissible. Rejoicing at the death of a Muslim in general is not permissible, because he is someone who has entered the protection of Islm, so how much more at the death of a scholar? How much more at the death of a scholar! It is not permissible for them to rejoice at the death of a scholar from the scholars of the Muslims. This only happens either out of ignorance, or because of hypocrisy, and we seek refuge with Allh. Yes.

Q: May Allh preserve you, O Shaykh, we see now on some social media platforms that some brothers, may Allh guide them, we see them speaking against major scholars such as Shaykh Abdullh ibn Jibrn, may Allh have mercy on him, and Shaykh Abd al-Ramn al-Barrk, may Allh preserve him and prolong his life, attributing to them things Allh has sent down no authority for. They follow up their slips and say, These people said such-and-such, so their intention must be such-and-such. What is your guidance, may Allh preserve you, especially since they have many followers on these platforms?

Ans: This is not permissible at all. This is backbiting, from the forbidden backbiting, and backbiting the scholars is even more severe, and we seek refuge with Allh. It is not permissible to backbite the scholars or speak against them or follow up their mistakes. You must advise such people if you see them, or if any one of them is among you, then advise him regarding this. As the scholars have said: The flesh of the scholars is poisoned, their flesh is poisoned. So it is not permissible to backbite them or speak against them.

Q: May Allh be good to you, this question has been repeated often: there are those who attack some of the shaykhs, such as Shaykh Abdullh ibn Jibrn, may Allh have mercy on him, and describe him with inappropriate descriptions. What is your direction for such people, and what is your advice for those who have made wounding the scholars and supplicators their occupation?

Ans: May Allh be good to you, these people harm no one but themselves; they do not harm the mashyakh. They harm none but themselves. Even if we suppose that some of the shaykhs have some error, if he is alive, he is advised; and if he is dead, he is asked forgiveness for, because he is your brother. You seek forgiveness for him and ask Allh to grant him forgiveness, reward, and recompense. Yes. May Allh be good to you.
 
Source:
 

We advise our brothers to fear Allh and to stop circulating claims that are baseless. They should also avoid exaggerating the status of certain individuals by giving them titles they neither merit nor have attained. This kind of ghuluw is harmful, and it only creates the false impression that the one making criticism is a scholar of tremendous authority, when that is simply not the case. Shaykh Muqbil, may Allh reward him for what he contributed, had his efforts in the field of adth and his role in reviving study among many students. However, he was not free of shortcomings, and it is well-known that his knowledge in usl al-fiqh, fiqh, and the broader Islamic sciences was limited compared to the major scholars of his time. Therefore, calling him Shaykh al-Islm is an exaggeration without evidence. In truth, Shaykh Ibn Jibrn, may Allh have mercy on him, was far ahead of him in jurisprudence, its principles, and in many other fields of knowledge. May Allh honor our scholars, reward them for their efforts, forgive their mistakes, and protect us from statements that cause division or unnecessary hostility within the Salaf community. mn.""",0.72706616,0.08003357,0.053547285,0.72706616,Irrelevant,0.22706616000000002
"""Manners of Students Toward Their Deceased Teacher.

Ibn al-Ar mentions that shortly before his (al-Nawaws) death, he accompanied al-Naww (may Allh have mercy on him) to the graves of his mashyikh. al-Naww visited them, recited some Qurn, made supplication, and wept.

  Tufat al-Tlibn & Umdat al-libn.""",0.04261962,0.060625598,0.8589843,0.8589843,Salafi taklidi,0.35898430000000003
"""Zahid al-Kawthari mentions in his response to al-Juwayni that they (al-Ghazali, al-Razi and al-Juwayni) did not intend to lie, but they:

 Fell into errors due to ignorance of hadith, history, and related sciences

 Relied on speculative reasoning alone

*He escalates by saying this leads to:

 fabricated reports being assumed true

 and ultimately a fall into ignorance and confusion.""",0.49835095,0.07829421,0.13125044,0.49835095,"No decision, maximum is Irrelevant",0.0016490499999999852
"""When a person online says the UAE is waging war on Islam they get refuted, but when one of Salafi Publications' own scholars says the same thing, they dont even mention it &amp; they continue quoting him. One rule for me &amp; another for thee.

    """,0.53992236,0.46526134,0.06020255,0.53992236,Irrelevant,0.03473865999999998
""" The bid'ah of the Murji'ah is more harmful than that of the Khawarij. 

The scholars of Ahl al-Sunnah warned strongly about the bid'ah of Irja, to the extent that many of the Salaf considered it more dangerous than the innovation of the Khawarij.

Why?

 The Khawarij reach a limit in misguidance, but the Murji'ah have no boundary; they gradually strip the religion away, piece by piece.

 The Murji'ah open the door to zandaqah (heresy) and disbelief, by emptying iman of action.

 They corrupt the understanding of the religion while appearing outwardly agreeable, even aligning with rulers and worldly interests.

 They widen the door to false interpretations, distorting the texts without restraint.

 They give false security to sinners, claiming salvation despite wrongdoing, resembling the Jews who said:

  ""The Fire will not touch us except for a number of days."" (al-Baqarah: 80)

Because of this, many of the Salaf (such as al-Nakha'i) said:

""Fitnat al-Murji'ah is more feared upon this Ummah than that of the Azariqah (extreme Khawarij).""

And others said:

""The Khawarij are more excusable to me than the Murji'ah.""

The reality is that both groups are harmful, but:

 The Khawarij corrupt through extremism and rebellion.
 The Murjiah corrupt the very foundation of iman itself.

And corruption of the foundation is more severe.

 al-Khorasaniya - Shaykh 'Abd al-Aziz al-Turayfi""",0.4102533,0.53846186,0.07211091,0.53846186,Salafi jihadi,0.03846185999999996
"""Spubs Shaykh Nizar bin Hashim al-Abbas has a whole audio about current affairs including A warning against the Emirati state.

Why isnt Nizar an Ikhwani Qutbi Khariji Sururi Takfiri for this? He was making Du'a for the Emirates back in 2016, what changed?",0.19502471,0.6916207,0.18736854,0.6916207,Salafi jihadi,0.19162069999999998
"""i wonder if this ignoramus, will be laughing when shaykh ibn baz and al-rajihi and other than them said the same. or any of the najdi scholars. this fool who has masquerading as a salafi when in reality he is amongst the worst of murji'ah on this app who lies and distorts the matter of udhr bil jahl to reject the outward ruling. rather he is on the manhaj of dawud ibn jirjis. which we will show on replies.",0.33995587,0.4306672,0.07612406,0.4306672,"No decision, maximum is Salafi jihadi",0.06933280000000003
"""10 months after an israeli bullet injury that caused paralysis &amp; speech loss, Raed Muraidi finally left for treatment abroad | via @Timesofgaza",0.8165894,0.057590663,0.048929002,0.8165894,Irrelevant,0.3165894
"""@Bani_Umayyad",0.21628445,0.016039891,0.6550785,0.6550785,Salafi taklidi,0.1550785
"""Muwaffaq Abu Safiya, brother of Dr. Hussam Abu 

""We are afraid that Dr. Hussam is one of those names that will be listed (for execution).
Dr. Hussam's situation is very bad

We demand the whole world to take a stand.""",0.24099062,0.26415384,0.1564679,0.26415384,"No decision, maximum is Salafi jihadi",0.23584616000000003
""" Goal of Taghut Worshipping Madkhali Jews (May Allah Curse Them)

 Shaykh Ahmad Jibril",0.023658335,0.310893,0.84579796,0.84579796,Salafi taklidi,0.18910700000000003
"""Dans lexplication de la Aqida at-Tahawiya du shaykh Hamud Ibn Uqla ash-Shuaybi  , Le shaykh explique que le critre du bonheur et du malheur est la fin sur laquelle la personne meurt",0.037499145,0.2544453,0.7281978,0.7281978,Salafi taklidi,0.2281978
"""I've mentioned countless times, but the state of Adab and Akhlaq, as well as Tazkiyyahtul Nafs amongst the majority of people online who call themselves students of knowledge is abysmal.""",0.30874288,0.5341145,0.10812151,0.5341145,Salafi jihadi,0.03411450000000005
"""     

A family member of mine was struck and killed by a garbage truck. May Allh grant her jannatul firdaus and forgive her for her sins.

Please keep her and her family in your 'ad'iyah""",0.86993253,0.019255133,0.067415036,0.86993253,Irrelevant,0.36993253000000004
"""If Netanyahu woke up tomorrow and destroyed al-Masjid al-Aqs, what do you think would happen?

 Sh. Amad as-Sayyid [ ]",0.5547928,0.3793688,0.050705712,0.5547928,Irrelevant,0.054792799999999975
"""A few years ago, I had a dream in which a man, roughly 100 cm tall, angrily confronted me because of my love for Shaykh Sulayman al-Alwan. I reacted merely by stepping on him, and he was swallowed by the earth, vanishing completely. 

May Allah grant relief to the Shaykh.""",0.8751794,0.12701538,0.038744956,0.8751794,Irrelevant,0.37298462
"""Do not oppose the texts with intellects or opinions. 

Shaykh Khalid al-Fulayj (may Allah free him) said in his explanation of as Sunah of al Barbahari:

Islam cannot be firmly established except upon complete submission to the texts of the Book and the Sunnah. So do not oppose the texts with intellects or opinions. 

Knowledge is not based on the minds and views of men; rather, it is with Allah and with His Messenger. So do not follow anything based on your desires, lest you deviate from the religion and exit Islam, then you would have no proof.

The Messenger of Allah (salallahu alayhi wa salam) has clarified the Sunnah for his Ummah and made it clear to his companions. They are the Jamaat, and they are the great majority, and the great majority is the truth and its people. So whoever opposes the companions of Muhammad (salallahu alayhi wa salam) in anything of the Deen has disbelieved.

From this issue, an important principle is established: the texts of the Book and the Sunnah are not to be opposed by opinions, desires, tastes, spiritual feelings, or intellects. Rather, the stance of a Muslim regarding revelation is submission, belief, listening, obedience, following, and compliance, without disputing.

Then some ignorant people may come and narrate a hadith in Sahih al-Bukhari from Abu Hurairah in which the Prophet (salallahu alayhi wa salam) said:

If a fly falls into the vessel of one of you, let him immerse it, for on one of its wings is disease and on the other is cure.

Then the pretentious, the arrogant, the pseudo-intellectual, and the ignorant say: This contradicts reason. This is something impossible, how can an insect have disease in one wing and cure in the other?

We say: We believe in Allah, we believe in His Messenger (salallahu alayhi wa salam), we affirm, we hear, and we obey. Our Messenger does not speak from his own desire, rather, it is nothing but revelation revealed. So just as the Prophet (salallahu alayhi wa salam) informed us, we say: we hear and we obey.

As for you, by opposing the report of the Prophet (salallahu alayhi wa salam):

If you know the report is authentic, then you have denied the Messenger of Allah (salallahu alayhi wa salam) and committed disbelief by rejecting it.

And if you are ignorant, we teach you and establish the proof against you. If you persist upon your falsehood and misguidance, then you disbelieve in Allah the Most Great, because you have described the Messenger as a liar and claimed that his statement is not true.

But the Prophet (salallahu alayhi wa salam) does not speak from his own desire, rather, he speaks only revelation that is revealed.

So this is what is obligatory upon the Muslim: belief, listening, and obedience.""",0.14039266,0.019295821,0.8579902,0.8579902,Salafi taklidi,0.35799020000000004
"""The Shaykhs renowned Tawhid series, a treasure of authentic knowledge.

37 classes grounded in clarity and truth.

Bookmark it. Share it. Spread it for the sake of Allah.""",0.05535205,0.26522538,0.637504,0.637504,Salafi taklidi,0.13750399999999996
""" Beware of listening to Scholars of Taghut, those who gave their allegiance to Taghut, or defend its rule or justify its Kufr 

 By Allah they are Magicians and their speech is Magic, they take people outside Islam using Islam 

-""",0.65890366,0.39738286,0.03747344,0.65890366,Irrelevant,0.10261714
"""Movement: Murji'ah (Madkhalis)

Strategic Action: Bootlick secular Western puppet Tyrants, betray Muwahidn globally, spread Irja', distort, deceive, and justify every action of polytheism under the sun.

Ideological Goal: Strengthen the Israeli/US foothold in the Muslim World.""",0.82366693,0.3186751,0.028302059,0.82366693,Irrelevant,0.1813249
"""Salafis: Obey the ruler that hates &amp; belittles the Shariah you kharijis",0.11366522,0.60688275,0.2827559,0.60688275,Salafi jihadi,0.10688275000000003
"""@WajdiAkkari 6. Rabbi Faris defends his Zionist rulers while justifying their islamophobic remarks

You're just as brainless as Daniel's audience. Your bff Faris is a the gift that keeps on giving for people like Daniel.",0.39855927,0.07535738,0.17792274,0.39855927,"No decision, maximum is Irrelevant",0.10144072999999998
"""Standard Madkhali idiocy exposed by their lacking of basic reading comprehension, as well as doing us a favor by using as proof the quote (likely copied and pasted from another Madkhali Zindq) that refutes him. He conveniently doesnt underline the part that exposes and refutes his mutilated understanding.

Shaykh Al Islam said in the same scan this Madkhali Zindq provides:

So those people, if they know that it is not permissible for them to judge except by what Allah has revealed (here Ibn Taymiyyah establishes they dont do creedal Istihalal), yet they do not adhere to that (here Ibn Taymiyyah distinguishes between creedal belief, and not outwardly adhering to something); rather, they deem it halal (linguistically, i.e., Istihlal Amali) to judge contrary to what Allah has revealed  then they are disbelievers.

Istihlal Amali by consensus of Ahlul Sunnah isnt Kufr or Shirk, unless the action itself is inherently Kufr or Shirk. If this is merely about linguistic Istihlal to govern by man made laws, what do you think it is with legislating man made laws yourself? Did Ibn Taymiyyah make Tawbah from this Fatwa before he died? Keep in mind, Ibn Taymiyyah starts with There is no doubt, and this is a point of consensus amongst the classical Muslims. 

This moron Madkhali highlights the latter Istihlal, thinking its creedal, when the sentence before it explicitly negates that. This more or less, summaries how Madkhalis are with Daleel.

This is why, 99% of every Madkhali Shubuha can be refuted with simply possessing basic Arabic reading comprehension.""",0.09781885,0.26700187,0.35949162,0.35949162,"No decision, maximum is Salafi taklidi",0.14050838
"""Theres literally no difference between this Ismaili Kafir, and the Jahmi Kafir. Both making circus clown Tawil that contradict the understanding of the Salaf, as recorded by the Imam of the Mufassireen. Both like to larp as if theyre sophisticated and deep, but in reality theyre just flirting with atheism on the regular. May Allah destroy them, and make an example of them and their likes   .""",0.31967822,0.73899394,0.10077818,0.73899394,Salafi jihadi,0.18032178
""" EXPLAINED: WHAT IS ""AL MASJID AL AQSA?!""

There's a LOT of chatter in the Ummah about what Masjid al Aqsa ACTUALLY is 

Is this important, and does it matter? We explore this crucial question 

#HandsOffAlAqsa",0.8688833,0.011415271,0.11154621,0.8688833,Irrelevant,0.3688833
"Ab Qutaybah al-Bar said:

I heard Ibn Srn say regarding His saying:

And those who do not witness falsehood (al-Furqn 25:72):

He said: It means: Palm Sunday (al-Shann).

[Masil al-Imm Ahmad, al-Khalll]",0.32039636,0.018203055,0.58249146,0.58249146,Salafi taklidi,0.08249145999999996
"Khaythamah [ibn Abdur Rahman] said:

It used to be said (by the Sahba): Whoever fasts Ramadan and then dies within that year will enter Jannah.

[Abdul Ghan al-Maqdis, Fadil Shahr Ramadn, #40]",0.2522023,0.025513558,0.542187,0.542187,Salafi taklidi,0.042186999999999975
"""""Does believing in a different creator for the universe constitute shirk?

Muhammad Yasir al-Hanafi, the popular Ash'ari theologian, answers the question. 
""
--------------

British deobandis arent exactly the brightest people youll come across but when this guy speaks you can tell he must have been slapped around the head a bit too hard at his Dar ul-uloom. 

These 2 ayt alone refute the kufr this jhil just spewed.",0.28275263,0.3111029,0.09835773,0.3111029,"No decision, maximum is Salafi jihadi",0.18889709999999998
"""Imm Ahmad   said:

So let a servant fear Allah regarding himself and regarding his Muslim brothers; and let him not endanger himself or them. Either he speaks with knowledge and gains, or he stays silent and [remains] safe. 

[Ibtl al-Hiyal]",0.33978787,0.037665423,0.21941501,0.33978787,"No decision, maximum is Irrelevant",0.16021213
"And remember, the Rafidha have never and, will never,  benefit the Ummah of Muhammad . May Allah destroy them along with their zionist twins. Ameen",0.62274903,0.041431807,0.10920387,0.62274903,Irrelevant,0.12274903000000004
"""Sayf al-Ar has more criminal statements,

In this post he says:

- The Chechnyan Jihd was illegitimate and was incited by takfr terrorists who killed sunns like Kadyrov 

- Ramzan Kadyrov is a good sunn muslim who loves Allh and his Rasl  

- Kadyrov Saved Chechnya",0.3726633,0.7047777,0.06586541,0.7047777,Salafi jihadi,0.12733670000000002
"""These are the charlatan Traditional Azhari Sufis who get invited to the West to speak. Defenders &amp; legitimisers of the openly secular apostate Sisi. A fan of the usual deviants of course (Ali Gomaa, Habib Ali Jifri, Yusri Jabr).",0.657279,0.47306404,0.03478475,0.657279,Irrelevant,0.02693595999999998
"""Throwback Tweet from Habib Ali Jifri, after the Ahlus Sunnah conference in Chechnya, he said that there will be a 7 principles of Takfir conference refuting Qutbis &amp; their principles which include Haakimiyyah, al-Wala wal-Bara &amp; Khilaafah.",0.10629932,0.15207739,0.4791533,0.4791533,"No decision, maximum is Salafi taklidi",0.020846699999999996
"""No one wants to hear it, but the states that provide the most cover to Israel (UAE, Egypt, Morocco, Saudi, Jordan etc) all have leaders that are closer to the beliefs of Haatim Al Awni than of Muhammad Ibn Abdul Wahab

Yet all the focus is on madkhalis &amp; wahabbis  why?""",0.30562004,0.5869864,0.09372008,0.5869864,Salafi jihadi,0.08698640000000002
"""Haatim al-Awni is a huge fan of MBS, yet some people want you believe he is some sort of Shaykhul Islam of our time.",0.78631777,0.114370406,0.028610475,0.78631777,Irrelevant,0.28631777
"""This person since the overthrow of Assad regime did a 180.

While under Assad regime, he refused to talk about politics (No problem) but continued on with his agenda against Salafis and justified Boutis stances. 

Since the liberation of Assad regime",0.85755146,0.27525035,0.022481367,0.85755146,Irrelevant,0.22474965000000002
"""Sayf al-Asri on the criminal Taghut Ramzan Kafirov

He is a religious Sunni Shaafi'i.

The same Kafirov who said he will strip Muslim sisters if they go out wearing black &amp; cover their chin.

Tyrant legitimisers also come in the Sufi Ash'ari variety.",0.3350228,0.60332984,0.08426041,0.60332984,Salafi jihadi,0.10332984
"""A reminder that political Sufism is a tool of the tyrants just like political Salafism is. A few very familiar Noor filled Sufi faces meeting &amp; praising Kadirov (also known as Kafirov).",0.3683199,0.5780236,0.07343892,0.5780236,Salafi jihadi,0.07802359999999997
"""""   

We ask Allah to guide and rectify all of our affairs.

Due to recent matters and the lack of a clear public stance regarding the situation surrounding Abu Iyad, which has had an impact on the community, a decision has been made in accordance with what we believe is in the best interest of the Ummah. As Muslims, when clarity comes to us, it is upon us to stand firmly upon it.

Effective immediately, our brother Kashif Khan will no longer serve as the Imam or teacher of our masjid.

For any questions or concerns, please direct them to the administration.

  ""
""
--------------

He got demoted from Shaykh to brother in under a week. I think that may be a world record.",0.8017879,0.070037544,0.03893069,0.8017879,Irrelevant,0.3017879
"""Dr Amir Bahjat   showers praise on Imam al Suyuti. He lists his mastery of usul fiqh, fiqh, hadeeth, the sunnah and language and the sciences of Quran.

He says may Allah be pleased with the allamah",0.10492658,0.09120364,0.48927534,0.48927534,"No decision, maximum is Salafi taklidi",0.010724659999999997
"""Abu khadeejah talking about unfair tabdee is like AMJ talking about the khawarij.

Abu khadeejah literally makes tabdee on the vast majority of salafi scholarship.""",0.12497271,0.12719323,0.47548366,0.47548366,"No decision, maximum is Salafi taklidi",0.024516340000000025
"""The youth need to be taught fiqh, tazkiyah, adaab, and the important issues of reed not whether there is udhr bil jahl in xyz mas'ala or whether fulaan is a kaafir or not.

This is based on my own experience, young people need to know their place.""",0.37241754,0.65604067,0.08466769,0.65604067,Salafi jihadi,0.12758246
"Whoever says that the seventy-two sects have all committed kufr in a way that puts them beyond the pale of Islam has gone against the Quran, Sunnah",0.5476802,0.0424056,0.16932085,0.5476802,Irrelevant,0.04768019999999995
"""""He retracted may Allah forgive him, however for the AMJ fanboys on this app telling everyone he doesnt take from him  this is his influence on the youth whether you like it or not 
""
--------------

Ibn Taymiyyah 

         ;           

Indeed it is one of the biggest Munkarat that juhala have possessed doing takfeer of the Muslim scholars",0.38326716,0.23709631,0.08277529,0.38326716,"No decision, maximum is Irrelevant",0.11673284
"""@h8fsj This is called maqam hiraaab. This is a mix of rast and Hejaz. In a way its a mix of sudais and Muhammad ayyub. 

Muhammad ayyub and Mohammed hall al Qari Wouk recite in this maqam, Allah have mercy on them""",0.7802507,0.24846388,0.030202027,0.7802507,Irrelevant,0.25153612000000003
"Similarly, he did not prescribe for his ummah to prostrate to anyone, dead or otherwise, and the like. Rather we know that he prohibited all such things, and that these things come under the heading of shirk which Allah and His Messenger forbade.",0.74037427,0.023384923,0.12519154,0.74037427,Irrelevant,0.24037427
"""""No offense, but Iranians are just yappers.

 Imagine, the Americans were able to evacuate two of their personnel from right under your nose. 

Where were the Iranian special forces? Where was the IRGC?

 Just cope and go hit some Gulf states now.""
""
--------------

Basically you admit you guys have fallen even lower than US kuffar.

Cuz I remember they sacrificed some soldiers of theirs and then even negotiated with the ""terrorists"" to get just one soldier, Bowe Bergdahl.

You are Rafidhi anyways so nothing good is expected from you.",0.8077413,0.30232108,0.027160756,0.8077413,Irrelevant,0.19767891999999998
"""""the Deputy Speaker of the National Assembly prevented Junaid Akbar from speaking against the petrol price hike.

this government is so shameless it will not even allow the suffering of the poor to be voiced. 
""
--------------

And this circus is termed as ""Majlis e Shuraa"" in the constitution.
What a mockery of Islam...

This pagan system of ""Democracy"" can never be equivalent to Islamic Shuraa system.

May Allah rid our beloved country of the tyrants and replace them with men of Islam. Ameen",0.80939937,0.25508326,0.02447771,0.80939937,Irrelevant,0.24491674000000002
"""""@nahafghan Whenever a civilian or civilians die they don't claim the attack. It is an established fact. Time to put a leash on them and teach then manners and islam. Also they should be taught that islam doesn't promote singling out one ethnicity (Punjab) and blanket takfeering it and""
""
--------------

You need to realize that TTP and IMP are not the only groups operating in the country, there are multiple rogue groups as well.

Guess why JuA separated from TTP? Cuz TTP cracked down against them for doing attacks that caused loss of life of common people.",0.7820091,0.323121,0.023147458,0.7820091,Irrelevant,0.176879
"""""@SamiYousafzaii Actually, this has a full context. Initially, he desperately tried to mend ways with Emirate &amp; sent a top scholar/friend of Mulla Umar to woo them on TTP.But he was disrespectfully kicked out of Afg.Then videos of Talib ministers openly threatening &amp; cursing Paks were sent to him""
""
--------------

Brigadier Abdul Rahim was never a friend of Mullah Umar Rh. Mujahideen leaders like Sh Osama Rh even used to warn against him back then.

Get your facts straight.",0.25808993,0.7810317,0.10720974,0.7810317,Salafi jihadi,0.24191006999999998
"""""@RelativelyMS Let's not forget the destruction these shia youthias caused in Pakistan when Khamenei was killed, they even burned alive 2 paki soldiers.
Tlp treatment should be given to them when things cool down.""
""
--------------

Strongest lobby in this country is Shia lobby.

While Sunnis of TLP were literally killed in masses for protesting, the Rawafidh were served iftar by government.

Remember, most of your establishment are rabid Rafidhis and all that Shiite scholars opposing Munir were pure drama.",0.3781919,0.68078035,0.07185545,0.68078035,Salafi jihadi,0.12180809999999997
"Similarly I often mention whenever I am discussing Pak politics:

Musharraf was a lot better than Zia ul-Haq, Asim Munir etc. in the sense that he never claimed to be ""pro-Islam"", he was open about his Kemalist inspired secularist ambitions. 
Asim Munir kind munafiqeen are worst.",0.6812748,0.3626825,0.03940303,0.6812748,Irrelevant,0.13731749999999998
"""The first video  the one in which the Shaykh is wearing a black thobe, Allhumma brik  was released a few  months ago. As for the later video, it was released yesterday.

The one who sincerely seeks the truth will find it. But the one who chases noise, follows whispers, and feeds off controversy will drown in it.

In these past few days, the Shaykh has been slandered, his name dragged into a matter he has no affiliation with whatsoever. 

It brings to mind his own words from the Debate Challenge lecture, when he exposed such people with precision:
They wake up groggy, possibly havent even made wudhu, and from under their blankets they begin producing slanderous clips.
And he did not stop there, he spoke of how they fabricate lies without shame, twisting narratives to suit their desires.

The Shaykh  as is evident to anyone with sound mind and fairness has been nothing but consistent. Those who know him know this well. He has always warned against recklessness in the Deen, and he has been firm not soft even a bit in condemning those who speak beyond their knowledge and overstep their positions while falsely claiming attachment to the Manhaj.

In his explanation of Kitb at-Tawd from the compilation of Imm al-Bukhr, he made it clear that those who belittle and sideline the Ulma while possessing no knowledge were the internet to vanish, they would be left with nothing to do except to return to childishness, playing in sandboxes behind their parents homes.

Yet look at the deception of the slaves of the Tawghit in their  attempt to paint the Shaykh as reckless in dawah. If one was to look into the matter it is so blatant it exposes itself. For he is, in reality, among the most cautious, the most measured, and the most careful when it comes to the Deen of Allh.

So do not lend your ears to fabricators. Do not be from those      those who listen to every barking voice.

Be a seeker of truth, go and listen directly, carefully, sincerely to the Shaykhs own lectures. Only then will you see, with clarity, the extent of the lies and the shameless slander that has been constructed against him.""",0.618021,0.37515765,0.04996392,0.618021,Irrelevant,0.11802100000000004
"""""@unveilingbaatil I dont take from Abu Khadeejah either nice try ""
""
--------------

My apologies, you are from the other end of the madkhali spectrum. Heres a clip of ARH getting cooked by chief mushrik of Birmingham Asrar Rashid .  ARH is from the Ghulat al-Murji'a - heres why:",0.027648183,0.09589422,0.8322787,0.8322787,Salafi taklidi,0.33227870000000004
Madkhalis not going to like this one  #salafi,0.029727679,0.20982678,0.7619389,0.7619389,Salafi taklidi,0.2619389
"""Abu Bakr, without any iota of doubt.

It is a matter upon which the scholars have long agreed. Whenever a virtue is found that distinguishes one of the Companions, you will find that Abu Bakr possessed an even greater share of that very quality.

When patience and generosity are mentioned, the mind often turns to Uthman. Abu Bakr combined both virtues in a measure even more remarkable.

When the knowledge of Hadith is discussed, one immediately thinks of Abu Hurayrah. Abu Bakr knows unimaginably more Hadith than Abu Hurayrah

And when courage, firmness, and resolve in the face of criticism are praised, names such as Umar, Ali, Khalid, and others naturally arise. Wallai, even among these towering figures, Abu Bakr remains ahead of them all.

He is the finest of mankind after the Prophets.
May Allah be pleased with him and with all the noble Companions. Ameen""",0.7751798,0.09528769,0.055049956,0.7751798,Irrelevant,0.2751798
"""""@muftimenk Or you could locate your balls and speak up about the jewish supremacy problem plaguing your people""
""
--------------

A so called mufti getting outmuslimed by the Hugh Hefner of the 21st century",0.84646493,0.06988958,0.035305202,0.84646493,Irrelevant,0.34646493
"""Speaker: Calling upon other than Allah is Major Shirk!

Clarifying Kufr:""",0.18705392,0.7063693,0.18363473,0.7063693,Salafi jihadi,0.20636929999999998
"""Shaykh Saalih al-Luhaydaans Du'a in 2011 for Syria, Libya &amp; other lands &amp; his Du'a for Ali Abdullah Saleh (ruler of Yemen at the time) to either quickly resign or to be removed/toppled &amp; replaced.",0.17991048,0.7754727,0.19703582,0.7754727,Salafi jihadi,0.2754727
"""Sirj al-Zahrni is a Saudi Intelligence asset. They propped him up to justify what they did to Arab Mujahideen who returned from Afghanistan.""",0.81680334,0.2642328,0.03555535,0.81680334,Irrelevant,0.2357672
"""Salafis think the madhabs follow the bible""",0.2844943,0.55192953,0.10683408,0.55192953,Salafi jihadi,0.05192953
"""@Ceo_Muhaymin Salahudin ayubi was a Sufi sunni by aqeedah, he would obliterate Saudi wahabi regime""",0.19904377,0.7072892,0.17174359,0.7072892,Salafi jihadi,0.20728919999999995
My patron saint is saint hamudi,0.83240485,0.050803106,0.06925739,0.83240485,Irrelevant,0.33240485
"""Throughout the years of benefitting from Shaykh Ahmad Musa Jibril (may Allah preserve him), one principle consistently shines through in his teachings:

His unwavering commitment to being a voice for the oppressed, prisoners, and those who cannot speak for themselves.

The Shaykh's profound concern for the Muslim ummah isn't also new; it's evident even in his writings from the early 2000s, revealing the depth of his love and compassion for the believers.

This is precisely why the recycled lies and slander against him are always futilethey cannot damage a da'wah built on such sincerity and care for the ummah.

As the Shaykh himself consistently reminds us: ""The point is to ONLY please Allah alone, for you will never be able to please the creation.""

May Allah preserve our Shaykh, increase him in beneficial knowledge, and accept his righteous efforts.

May Allah grant freedom and relief to all Muslim prisoners unjustly detained, strengthen their patience, and reunite them with their families.

May Allah humiliate and expose those who slander the people of haqq while defending the modern-day tawagheet who are enemies of Him and His religion. May Allah seal their tongues and protect the ummah from their misguidance.""",0.11226106,0.541731,0.29404998,0.541731,Salafi jihadi,0.04173099999999996
"""The first video  the one in which the Shaykh is wearing a black thobe, Allhumma brik  was released a few  months ago. As for the later video, it was released yesterday.

The one who sincerely seeks the truth will find it. But the one who chases noise, follows whispers, and feeds off controversy will drown in it.

In these past few days, the Shaykh has been slandered, his name dragged into a matter he has no affiliation with whatsoever. 

It brings to mind his own words from the Debate Challenge lecture, when he exposed such people with precision:
They wake up groggy, possibly havent even made wudhu, and from under their blankets they begin producing slanderous clips.
And he did not stop there, he spoke of how they fabricate lies without shame, twisting narratives to suit their desires.

The Shaykh  as is evident to anyone with sound mind and fairness has been nothing but consistent. Those who know him know this well. He has always warned against recklessness in the Deen, and he has been firm not soft even a bit in condemning those who speak beyond their knowledge and overstep their positions while falsely claiming attachment to the Manhaj.

In his explanation of Kitb at-Tawd from the compilation of Imm al-Bukhr, he made it clear that those who belittle and sideline the Ulma while possessing no knowledge were the internet to vanish, they would be left with nothing to do except to return to childishness, playing in sandboxes behind their parents homes.

Yet look at the deception of the slaves of the Tawghit in their  attempt to paint the Shaykh as reckless in dawah. If one was to look into the matter it is so blatant it exposes itself. For he is, in reality, among the most cautious, the most measured, and the most careful when it comes to the Deen of Allh.

So do not lend your ears to fabricators. Do not be from those      those who listen to every barking voice.

Be a seeker of truth, go and listen directly, carefully, sincerely to the Shaykhs own lectures. Only then will you see, with clarity, the extent of the lies and the shameless slander that has been constructed against him.""",0.618021,0.37515765,0.04996392,0.618021,Irrelevant,0.11802100000000004
