Tweet ID,Text,Final Decision,Assigned To,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
pi1w40l5v,"""""100 of 1nbreds gathered outside my restaurant and blocked the door entrance 
Reason- I dont sell Halal 
Yes this is London The Great Britain 
""
--------------","Irrelevant","ענה-יה אך;אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
p7es6tz4k,"""""Irans sports minister has confirmed Tehrans national team will boycott the upcoming FIFA World Cup tournament after the United States assassinated its Leader Ayatollah Ali Khamenei.  


""
--------------

We just finished predicting the lineups for a UCL QF game on a piece of paper and I have to passionately remind the lads in lesson why we use totalsportek after one of them considered paying for Sky (FIFA is a satanic establishment that needs to be boycotted)","Irrelevant","צבי גופרי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
d2w9zvxrq,"""""If the Shia deeming Muslim blood halal makes them kuffar then the Wahhabis would also be kuffar. We have to be consistent in applying principles. 
You can't have your cake and eat it too.""
""
--------------

This guy is a sheikh apprently. Even if we accept that wahhabis are misguided in takfir, how on earth is a methodology that leads to incorrectly takfiring some or even a large portion of Muslims the same as believing ahlus sunnah in its entirety are upon kufr?","Salafi taklidi","אילון כהן;בנימין ווליך","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","","","","","","","","","",""
5uqu5i0sr,"""""@Alien_Zaki @YahyaAh71424190 @abumusa7th The tabin even said it's impossible for anybody to enter paradise without salah, there is many  solutions to this narration like the slave nor knowing how to pray. 

Every sect includes murji like you  claim to have evidence for  their bidah""
""
--------------

How far online salafis are from the salaf. His cause for tabdee was saying tark us salah is not major kufr. If consistency is maintained he also makes tabdee of:

Imam Abu Hanifah
Imam Malik
Imam Shafii
Imam Az Zuhri
Sufyan Ath Thawri
Imam An Nawawi
Imam At Tabari
Ibn Qudamah","Salafi jihadi","אריאל כהן;הילי חכמי","","","","","","","","","","","Salafi taklidi","","","","","","Irrelevant","","","","","","","","",""
chgfp6187,"Ibn Abdal Barr
Waki (teacher of Imam Ahmad)

literally the majority of the fuqaha. It is the mutamad view for three of the four madhahib. Meaning three of the four madhahib hold a deviant belief according to this one over here.

We dont split the jamaah over valid dispute","Irrelevant","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","",""
c7lbtjuzd,"There is a difference between abandoning all actions (believing action in and of itself doesnt remove imaan unless preceded by the heart or tongue) and abandoning all actions (believing that not doing any good deeds or obligations doesnt remove imaan). The first one is.","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Irrelevant","","","","",""
e5di1i7gk,"the doctrine of the murjiah but the second one is actually an issue of dispute amongst ahlus sunnah. Many people misinterpret this type of statement and then attribute irja to those who say the second example of abandoning all actions doesnt make you a kafir.","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","Salafi taklidi","","",""
7pktkaitj,"Some Emiratis object: Where is the clause in the Iran/US agreement about Palestine?! But are you not the ones who betrayed the Palestinians in the first place with US bases and the Abraham Accords? You cant even protest in your own country. Forget everything else.","Irrelevant","ענה-יה אך;אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
ox7bcao5s,"""Iran has now closed the Strait of Hormuz after Israel slaughtered hundreds of people in Lebanon today.

The two week ceasefire deal now seems dead.","Irrelevant","צבי גופרי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
8su2rvnqe,"""We now have 25 Kurdish samples with Y-DNA on MADAI LABS 

Current haplogroup distribution:

 R  60%
 J  20%
 G  8%
 E  8%
 L  4%

Raw DNA uploads are 100% free.

Our system automatically performs a Y-DNA haplogroup prediction when you upload your raw data.

Accepted formats:
VCF, ZIP, CSV, TXT
(ZIP is best  keeps files under 80MB and saves storage )

These haplogroup charts can be generated for every ethnicity, but we need more data.

If you want to contribute to population genetics research, please upload your data.

 All data stays secure and is never shared with third parties.

Upload here:","Irrelevant","אילון כהן;בנימין ווליך","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
iottehxux,"""HOW DARE YOU SPEAK
 LIKE THIS
-Tucker Carlson to Donald Trump

One of the most prominent right-wing voices has broken away from Trump, directly criticising him.","Irrelevant","אריאל כהן;הילי חכמי","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","",""
9zv9ffuov,"""No president should mock Islam; thats not your job.

Tucker Carlson criticised US President Donald Trump for mocking Islam in his latest social media post, saying that it is an intentional desecration of beauty and truth, which is the definition of evil","Irrelevant","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","",""
80sbfjlep,"""""Dubai has heard it all before.

2008  the financial crisis.
2020  the global pandemic.
2024  historic floods.

Every time the headlines said the same thing:
Dubai is finished.

And every time, Dubai proved them wrong.

The world is watching again.
And once again, the UAE will show what resilience, ambition, and unity truly look like.""
""
--------------

loool","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","",""
7kvz4vcvw,"""Theres no proof.

I want a picture of every single building before/after.

And the Rafidha hate Islam so much Im sure at least 7000 of these 5000 buildings were mosques.

Or perhaps they did destroy just to protect the regime so Rafidha can continue the genocide in Bangladesh","Irrelevant","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","",""
az5dxvo5d,"These are Iran's demands that they say they will negotiate over the next two weeks in exchange for a ceasefire and opening the Strait of Hormuz:

1. Guarantee that Iran will not be attacked again
2. Permanent end to the war, not just a ceasefire
3. End to Israeli strikes in Lebanon
4. Lifting of all US sanctions on Iran
5. End to all regional fighting against Iranian allies
6. In return, Iran would open the Strait of Hormuz
7. Iran would impose a Hormuz fee of $2 million per ship
8. Iran would split these fees with Oman
9. Iran to provide rules for safe passage through Hormuz
10. Iran to use Hormuz fees for reconstruction instead of reparations","Irrelevant","ענה-יה אך;אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
80x2cgj29,"FTDNA Assignment:
J-M304&gt;M267&gt;CTS12238&gt;Z2217&gt;L620&gt;PF4832&gt;L136&gt;Z1874&gt;P58&gt;CTS9721&gt;PF4678&gt;Z1865&gt;Z1853&gt;L862&gt;PF4843&gt;YSC0000235&gt;PF4638&gt;Z27715&gt;YSC0000234&gt;L858&gt;FGC11&gt;FGC7638&gt;FGC3723&gt;FGC3708&gt;CTS10177&gt;Z18258&gt;Z18256&gt;ZS2260&gt;FGC40613&gt;FGC40605","Irrelevant","צבי גופרי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
4jleklxdc," Ancient DNA Sample  Simple Summary
From #Akbari 2026

Published before Disparate demographic impacts of the Roman Colonization and the Migration Period in the Iberian Peninsula, deposited on bioRxiv under the DOI 10.1101/2024.09.23.614606.

This individual was a male buried around 623 AD in a cave burial site in northeastern #Spain (Girona, #Catalonia) during the Visigothic period.

Genetic Background

 Fathers lineage (Y-DNA): J1-L858
This lineage comes from the ancient Near East, especially regions like the Levant and Arabia, and is commonly linked to Semitic populations.

 Mothers lineage (mtDNA): H1
This is a typical Western European lineage, especially common in Iberia, showing local ancestry on the maternal side.

 Overall Ancestry

His genome shows a strong connection to eastern Mediterranean populations, especially groups historically related to:

Jewish communities of North Africa

Southern Europe (Italy, Greece)

His deeper ancestry is made up of:

Early farmers from Anatolia (Turkey region)

Significant Levantine/Natufian ancestry (ancient Near Eastern hunter-gatherers)

Smaller inputs from Iranian farmers, Caucasus groups, and European hunter-gatherers

What This Means

This man was not genetically Visigothic in the northern European sense.

Instead, he represents a mixed Mediterranean profile:

A Near Eastern paternal line

A local Iberian maternal line

A genome similar to eastern Mediterranean / North African Jewish populations

 Likely Historical Scenario

He was probably descended from people who moved west during the Roman Empire, such as:

Soldiers

Traders

Migrants from the eastern Mediterranean

These groups settled in Iberia and mixed with local populations. By the Visigothic period, their descendants were fully integrated culturally, even if their genetic origins were diverse.

 Key Insight

The term Visigothic here reflects culture and political identity, not a uniform genetic background.
This individual is a clear example of how migration and mixing in the Roman world shaped the population of early medieval Spain.

#AncientDNA #Archaeogenetics #VisigothicSpain #RomanEmpire #GeneticHistory #MediterraneanAncestry #NearEasternOrigins #IberianHistory #PopulationGenetics #AncientGenomes #HumanMigration #LevantineAncestry #NorthAfricanJewish #HistoricalGenetics","Irrelevant","אילון כהן;בנימין ווליך","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
qjgpt83v2,"""Pahlavi supporter: '150,000 Iranian troops are looking to defect to him.'

Interviewer: 'How do you know?'

Supporter: 'His team says so.'

This is the intellectual level of the Pahlavi movement. They cannot even produce a decent lie","Irrelevant","אריאל כהן;הילי חכמי","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","",""
8r18ro080,"""Some people be like:
- The Rafidha generals of Iran are Kafir

- But the Secular, Rafidha, Qadiani generals of Pakistan are good. So Goodd.","Salafi jihadi","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","Irrelevant","","","","","","",""
od6myr0ub," Genetic Profile Summary   (Male)

1. Overall Ancestry Profile (Modern Context)

This individual fits squarely within the Western North African (Maghrebi) genetic spectrum, with strong ties to populations from:

Morocco (especially urban/northern regions like Fs)

Tunisia

North African Jewish communities (Libyan, Tunisian, Algerian)

Core Ancestral Components:

North African (Maghrebi / Berber-derived): ~3034%

Levantine (Eastern Mediterranean): ~2030%

Southern European (Mediterranean): ~1317%

Egyptian-related: up to ~18% (model-dependent)

Arabian Peninsula: ~36%

Sub-Saharan African: trace amounts

 Interpretation:

This profile reflects a classic Western Mediterranean fusion zone, where indigenous North African ancestry is layered with:

Eastern Mediterranean gene flow (Levant)

Southern European input (especially island/coastal populations)

Minor trans-Saharan and Arabian influences

2. Deep Ancestry (Prehistoric Breakdown)

Upper Paleolithic (~25,000+ years ago)

Ancient West Eurasian: 96.13%

Ancient African: 3.87%

Closest affinity:

Caucasus-related populations (ancestral to later West Eurasians)

Mesolithic (~10,00015,000 years ago)

A three-way structure typical of the Southern Mediterranean basin:

Natufian (Levant): 36.64%

Anatolian Hunter-Gatherer: 35.34%

Caucasus Hunter-Gatherer: 20.28%

Minor components:

Ancient East African (Mota-like): ~6%

Trace Ancient North Eurasian

Interpretation:

This combination represents the core genetic foundation of Mediterranean and Near Eastern populations, later transmitted into North Africa through migration and diffusion.

3. Paternal Line (Y-DNA): R-Y16006

Lineage Overview:

Belongs to the R1a-Z93 branch, associated with Bronze Age expansions

Emerged approximately 1350 BCE

Migration Context:

Originates from a lineage that moved: 

From Eurasian steppe regions

Into Central Asia  Near East  North Africa

Notable Features:

Rare in North Africa but present through historical migrations

Found today in:

Eastern Europe

Near East

Egypt

Known associations:

Some Jewish Levite lineages

Occasional links to elite or structured male line expansions

 Interpretation:

This paternal line likely entered North Africa through:

Levantine or Jewish-mediated migration routes

Or broader Bronze/Iron Age population movements

4. Maternal Line (mtDNA): M1b2

Lineage Overview:

Deep-rooted lineage dating to ~10,000 BCE

Part of haplogroup M1, which is unusual because: 

It originates outside Africa

Then returns via back-migration into North Africa

Historical Associations:

Strongly linked to: 

Early North African populations

Iberomaurusian cultural horizon

Mediterranean coastal populations

Modern Presence:

North Africa

Southern Europe (Spain, Portugal, Italy)

 Interpretation:

This is a native North African maternal lineage with deep prehistoric continuity and Mediterranean connectivity.

5. Integrated Genetic Interpretation

 represents a textbook Western Mediterranean North African profile, defined by:

Indigenous Maghrebi (Berber-derived) ancestry

Strong Levantine genetic influence

Noticeable Southern European admixture

Minor but real African and Arabian inputs

Lineage Contrast:

Paternal line: intrusive, likely from Bronze Age or later migrations

Maternal line: deeply rooted in North Africa since the early Holocene

 Big Picture:

This individual reflects the historical layering of the Maghreb, shaped by:

Prehistoric Mediterranean populations

Neolithic and Bronze Age expansions

Phoenician, Roman, and later Islamic-era gene flow

Jewish diaspora integration

#NorthAfricanDNA #MaghrebiGenetics #BerberAncestry #MediterraneanGenetics #LevantineAncestry
#AncientDNA #PopulationGenetics #R1aZ93 #M1b2 #HumanOrigins
#GeneticAncestry #WestEurasian #Anthropology #Archaeogenetics #MaghrebHistory
#MediterraneanHistory #Iberomaurusian #LevantineRoots #DNAAnalysis #AncientLineages","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","",""
x0j8m165s,"""The R-Arabia FTDNA project documents R1a across Quraysh, Banu Hashim, Shammar, Tamim, Anizah, Banu Khalid - the full spectrum of Adnanite/Arabised Arab noble lineages. Clustered in elite lines.

Source: ftDNA R-Arabia Y-DNA Project - 500+ entries; R1a Arabia Project genetic chart","Irrelevant","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","",""
2wn7xykpq,"""Iranian girl living in Europe says in tears: I protested for 20 years and regret it, I apologize to the supreme Leader.","Irrelevant","ענה-יה אך;אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
hxruak1pg,"The Blood Of A Muslim! - Prophetic Constitution of Medina by Al-Mass'ari  via @YouTube","Irrelevant","צבי גופרי;אריאל כהן","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","","","Irrelevant","","",""
cemrvac2w,"""With the partial exception of Turkiye.","Irrelevant","אילון כהן;בנימין ווליך","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
2xzcr9we6,"MADKHALISM EXPOSED BY TRUMP! - Saudi Humiliation - MBS Attacked Publicly! 
@Haqiqatjou @SapienceOrg @Cryptodownbad @AA_andalusi @Abo_mohap6 @almass3ari @RashidRants @Islam21c @propandco @5Pillarsuk 
Crimes of Ibn Salman","Salafi jihadi","אריאל כהן;הילי חכמי","","","","","","","","","","","Salafi jihadi","א. האשמה בכפירה של שליטי ערב; ביקורת על סלאפים תקלידיים","","","","","Irrelevant","","","","","","","","",""
lbkufibxb,"TRUMP HUMILIATED MBS - Bin Salman Destroyed
#donaldtrumpisrael #saudi @MuslimSkepticHQ @sorenascence @jalalayn @AbuTaymiyyahMJ @MiddleEastEye @Ahmed_hassan_za @HATzortzis @BroHajji @YasirAlHanafi @HassanShibly","Salafi jihadi","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Skip","לא יודע אם הוא יוצא נגד שליט ערב פה או פשוט נותן כביכול עובדה פוליטית","","","","","Irrelevant","","","","","","",""
ssnmzpfce,"""""Es ms probable que Estados Unidos confirme que los aliens existen a que Espaa sea campen del Mundial 
""
--------------

????","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","",""
namt3apvw,"""""Was imam Abu hanifa a ""madhkali"" too ?! 
""
--------------

Abu Hanifah   is literally one of the few that permit rebellion against a sinful Muslim ruler . You lot would call him a khariji if he was here today lol.","Salafi jihadi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","Salafi jihadi","ג. קריאה לג׳האד התקפי (לא הגנתי); א. האשמה בכפירה של שליטי ערב; ביקורת על סלאפים תקלידיים","",""
8o06y29re,"""""Assalamualaikum wa rahmatullahi wa barakatuh, right now that I'm typing this I barely have a connection after trying for days, may Allah bless all of you for your Duas, alhamdulillah I'm fine for now, however my city have been bombed two nights in a row! 

+""
""
--------------

May Allah keep you protected. Make dua for our brother guys (and all the other Muslims affected by it inshallah)","Irrelevant","ענה-יה אך;אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
lyuolwxv7,"Theyre banging on about unity while insulting his appearance and being racist to him. Calling him chimpanzee, mutated, monkey and all sorts. How you a racist talking about unity?","Irrelevant","צבי גופרי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
cv016w4p3,"""""American casualties are returning back to home 
""
--------------

Iranian ballistic missiles used and American tears shed has the sort of positive correlation that makes me happy. More!!!","Irrelevant","אילון כהן;בנימין ווליך","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
h3igyqmic,"""""I hate Iran too, but this Mujahid and martyr didnt, so I stand with Shahid Sinwar;

Let me repeat, if Irans support for the Palestinian resistance did not existed, we would have never achieved this capability.

Yes. Truly, the Arab nation has abandoned us. The Arab nation has abandoned us. They abandoned us in our hardest and most painful moments. While Iran has supported us with weapons, equipment and expertise.""
""
--------------

Ur right. He didnt. Thats why hes not a shaheed but a dog. May Allah deal with him","Irrelevant","אריאל כהן;הילי חכמי","","","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","","","","","","","",""
gdsc897c4,"""""Ghanima fell out of the actual Sky and into their hands, but these Cvcked Arabs reject this Blessing from Allah""
""
--------------

Fell out of the Sky","Irrelevant","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Salafi jihadi","א. האשמה בכפירה של שליטי ערב","","","","","Irrelevant","","","","","","",""
cachih5x3,"This is like when ur mum gives you the belt for doing something and then finds out hours later you didnt do it.","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","",""
03un9892v,""""" IRANIAN IMPACT JERUSALEM!! 
""
--------------

Yo that Jew running across the screen in the second vid is making me cry","Irrelevant","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","",""
e0cco55kj,"""""Billions of pounds worth of players.

3 corner kick goals.

No good play, no skill, no technical display. Just corners.

Football is going down the drain brethren.""
""
--------------

Arsenal are too scary on corners and Chelsea r too awful to score except from corners.","Irrelevant","ענה-יה אך;אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
xqvmigh82,"""""Ibn Taymiyya holds that Sunni Muslims MUST favor Shia over Jews and Christians. 

""Ibn Taymiyyah, may Allah have mercy on him, was asked about a man who prefers the Jews and Christians over the Shia. 

""He replied: Praise be to God. Whoever believes in what Muhammad  brought, is better than everyone who disbelieves in it. And if that believer endorses some kind of heresy - whether it is the heresy of the Kharijites, the Shiis, the Murjia, the Qadariyya, or others  [It must be kept in mind that] the Jews and Christians are known to be disbelievers in Islam with necessity. But the heretic, if he considers himself to agree with the Messenger , rather than disagreeing with the Messenger, then [that heretic] is not a disbeliever (kafir) in the Messenger. And if it is assumed that [the heretic] disbelieves, then his disbelief is not like the disbelief of a person who considered the Messenger  to be a liar [e.g., the disbelief of a Jew or Christian]"" (Majmu al-Fatawa)""
""
--------------

Does this guy think Ibn Taymiyyah is taken as some sort of infallible imam like the Shia with their infallible imams?","Irrelevant","צבי גופרי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Irrelevant","","",""
xeypoinfj,"Youre a different level of stupid if you think the imam of kufr taking over Muslim land and overthrowing any regime in Muslim lands (even the murtad Shii one) is a lesser evil. America is the greater evil all the time.","Irrelevant","אילון כהן;בנימין ווליך","","","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","","","Salafi taklidi","","","","","","","","","","","","",""
0dq221igd,"""""Israel is striking Iran. I am typing these words from inside the bomb shelter. We had sirens warning us that we should be on high alert and be ready for missiles coming our way. It can happen very soon. Pray for Israel. Pray for the people of Iran. God is with us.""
""
--------------

Hes done it again dkm man","Irrelevant","אריאל כהן;הילי חכמי","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","",""
5bc5nqh8f,"This is like saying one can pray to other than Allah if he disbelieves in them as a god and rejects the act of worship in his heart but hes jus doing it to get back a right of his. Referring judgement to any other source of law can never ever be permissible. Except ikrah.","Irrelevant","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","","","","","",""
azjbyv42o,"""""The Mujahideen of Afghanistan are fighting the Zionist regime of Pakistan for airstriking our people. May Allah make em victorious in this blessed month of Ramadan. Ameen""
""
--------------

We deserve to hear this fake mujahideen talk every single second for pretending they actually beat America","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Irrelevant","","","","Salafi taklidi","","","","",""
6s8n7fy89,"""""Did the Prophet  Wipe His Face After Supplication? Sunnah or Innovation? A Clear Answer with Proof!

Shaykh Abdurrahman Al-Umaysan   
""
--------------

Ngl I woulda jus gone chicken shop after hearing this definition","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","Salafi taklidi","","",""
wa2y8u31m,"This is hilarious man. Ati Reer 9/11","Irrelevant","ענה-יה אך;אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
khd677m22,"""""The Iftar I just had let me unbuckle my surwaal. I dont even deserve suhoor wallahi""
""
--------------

When will Arabs realise the languages of Non-Arab Muslim populations have a bunch of Arab loan words in it? These lot wanna fight you for mentioning a word in your own language that you might not even know was originally Arabic .","Irrelevant","צבי גופרי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
8hlm7w11o,"Before you lot argue with that yute about taraweeh, ask him if innovators or disbelievers are worse? Im still recovering from his answer . I used to think it was ghuluww that made SPUBS be more harsh with Muslims who differed with them than kuffar. Like they wouldnt say.","Salafi taklidi","אילון כהן;בנימין ווליך","","","","","","","","","Salafi taklidi","","","","Irrelevant","","","","","","","","","","","","",""
8eyzcm30o,"it but it would be a result of their faulty manhaj. Turns out some of them are more harsh with them because they actually believe those who differ with them are worse than kuffar. Allahu Mustaan.","Salafi taklidi","אריאל כהן;הילי חכמי","","","","","","","","","","","Salafi taklidi","","","","","","Irrelevant","","","","","","","","",""
zbbvc365y," Markaz us-Sunnah Building Purchase Update 

Alhamdulillah, we've raised 22,000 so far!  But we still have a long way to go to reach our target of 2.2 million to secure a permanent home for the community.

That might sound like a huge number, but think about thishow many from Ahlus-Sunnah have benefitted from Markaz us-Sunnah?  Locally, nationally, and even across the world, this Markaz has been a source of knowledge, guidance, and dawah.

Now is the time to give back. This is a chance for everyone to contribute, whether big or small, and support the very dawah that has benefitted so many.

This is a rare opportunityonce it's gone, its gone! Dont miss out on the chance to earn ongoing reward (Sadaqah Jariyah) by supporting this cause.

Donate: 

 Share this & be part of something lasting! May Allah bless everyone who contributes.","Salafi taklidi","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","",""
m68ofpi0a,"By the grace of Allah, we have already reached 10,000 raised! 

But the work is not done yet.

Every contribution big or small gets us closer to securing the Markaz for the benefit of us locally and the dawah worldwide. 

May Allah accept from all who give, share, and support. Keep pushing forward!","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","",""
o20jbm9jm,"""6 Hours to Repent!","Irrelevant","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","",""
nxvht8dkw,"The new moon of Ramadan has been sighted, therefore the 1st day of #Ramadan will be on Saturday 1st of March 2025. Taraweeh will begin tonight InshaaAllaah.","Irrelevant","ענה-יה אך;אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
pp2pyaivp,"""Paradise in this world before the paradise of the Hereafter...","Irrelevant","צבי גופרי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
3w88qk7g0,"The Prophet  said: 

""Whoever is able to help and benefit his (Muslim) brother then let him do so."" 

[Saheeh al-Jaami' no.6019]","Irrelevant","אילון כהן;בנימין ווליך","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
5avp9iyjw,""" !
 "",             -.  ,    ()   .""
 Abu Ukkshah Abdul-akm 
   
 
 Stifford Centre, Stepney Green, E1 3JG
 Brothers and sisters welcome 
 Tune in live via:","Salafi taklidi","אריאל כהן;הילי חכמי","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","",""
olrio1tes,"""The wisest of people","Irrelevant","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","",""
q2q7avybr,"""Goodness in this life and the hereafter","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","",""
d2yvodrcn,"Conference Update:

With the Shaykhs desire to finish teaching the text of Fadl al-Islam, he has kindly extended his teaching for an extra day at the Markaz, in sha Allah.

This means that the last day of the conference will now be on WEDNESDAY! 

We ask Allah to make it heavy on Shaykh Abdul-Khaliqs scales of good deeds.","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","",""
bycbcthcf,"""True knowledge is fear of Allh, not just an abundance of speech","Irrelevant","ענה-יה אך;אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
g8ioi0lgr,"Alhamdulillah, we are pleased to announce that Shaykh Dr. Abdul-Khaliq Madi (Algeria) is visiting the UK and will be delivering a 4-day conference at Markaz us-Sunnah, in sha Allah.

Sat 1st Feb - Tue 4th Feb 2025 | 2 sessions per evening from 5pm 

The Shaykh will be teaching the book of Shaykh al-Islam Muhammad ibn Abdul-Wahhab, The Excellence of Islam (Fadl al-Islam)

ALL WELCOME



The Shaykh is from the well known mashayikh of Algeria. He is a holder of a Doctorate in Islamic Sciences, specialising in Hadith and Usul al-Fiqh. He studied in Madinah with many esteemed scholars, including the Muhaddith, Shaykh Hammad ibn Muhammad al-Ansari and the Faqih, Shaykh Muhammad ibn Salih al-Uthaymin.

For more info contact: info@musunnah.com","Salafi taklidi","צבי גופרי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","",""
h8tfce6qn,"""Whoever truly knows","Irrelevant","אילון כהן;בנימין ווליך","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
24q8rh3r9,"""""Whoever Allh wishes good for...""

 Markaz Ar-Raziyayn Melbourne","Salafi taklidi","אריאל כהן;הילי חכמי","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","",""
isjkpmi39,"""Al-'Allmah As-Si'di states: ""...the one who truly recognises the life of this world and its reality, then he makes it merely a pathway (he has to cross), and he does not make it his fixed abode."" [Tafsr As-Si'di on 57:20]

... what is the life of this world to YOU?","Irrelevant","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","","","","","",""
6l9igkb7x,"""Beware of two types of people","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","",""
