Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה,Eli,source_file,normalized_text
z38qrhnom,"""A lady in her 40s just took shahadah at the table   
May Allah keep her firm. Ameen"",",Irrelevant,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Irrelevant,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A lady in her 40s just took shahadah at the table May Allah keep her firm. Ameen"","
bdv5iwymk,"""A lot of people on that list"",71.0",Irrelevant,הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A lot of people on that list"",71.0"
qo3e7xdvd,"""A man with Tawq 

Imm Shuray   said about his wife Zainab:

""I have seen men beating their women. May my right hand be paralyzed if I beat Zainab. Zainab is like a sun and other women are like stars, when the sun rises, other stars do not shine.""""",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,"""A man with Tawq Imm Shuray said about his wife Zainab: ""I have seen men beating their women. May my right hand be paralyzed if I beat Zainab. Zainab is like a sun and other women are like stars, when the sun rises, other stars do not shine."""""
5xwr27ka7,"""A message to the Quranists.,",Irrelevant,אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A message to the Quranists.,"
2objoe7xt,"""A mosque in Homs, Syria 

 The Iranian tyrant has perished  

 The tyrant who made our blood,  the blood of Ahl Sunnah, lawful in Syria  

 Glorify Allah for the destruction of the tyrant,",Irrelevant,אילון כהן,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A mosque in Homs, Syria The Iranian tyrant has perished The tyrant who made our blood, the blood of Ahl Sunnah, lawful in Syria Glorify Allah for the destruction of the tyrant,"
,"""A neglected Ramadan practice: 

Cursing Kuffar in your prayers and dua

May Allah curse the Kuffar and strike them with His severe punishment in this world.",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A neglected Ramadan practice: Cursing Kuffar in your prayers and dua May Allah curse the Kuffar and strike them with His severe punishment in this world."
p3qenkqox,"""A new series of lessons beginning tonight insh-Allh with Shaykh 'Abdulilah Lahmami @Abdulilah_UK  (may Allh protect him)",Salafi taklidi,אריאל כהן,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A new series of lessons beginning tonight insh-Allh with Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allh protect him)"
ewqpiispz,"""A new series of lessons beginning with Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allh protect him) this Monday 23rd March, in-sh-Allh:",Salafi taklidi,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""A new series of lessons beginning with Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allh protect him) this Monday 23rd March, in-sh-Allh:"
mvjobyo62,"""A piece of advice Ive been told when learning and retaining my hifdh:

Memorising is the easy part but retaining is the hard part. For if you untie a camel how quickly will it leave its owner, verily the Quran is faster than that. Dont let go of the Quran, the moment you"",55.0",Irrelevant,הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A piece of advice Ive been told when learning and retaining my hifdh: Memorising is the easy part but retaining is the hard part. For if you untie a camel how quickly will it leave its owner, verily the Quran is faster than that. Dont let go of the Quran, the moment you"",55.0"
s8jgkbsvt,"""A precise observation from a specialist in Islamic aqeedah and its history. The spread of bidah and the obscuring of the Salafi aqdah &amp; manhaj can be attributed to:
failure to refute the people of  bid'ah
neglect of defending the aqdah
compromising the truth
 cowardice",Salafi taklidi,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""A precise observation from a specialist in Islamic aqeedah and its history. The spread of bidah and the obscuring of the Salafi aqdah &amp; manhaj can be attributed to: failure to refute the people of bid'ah neglect of defending the aqdah compromising the truth cowardice"
uopcpcokw,"""A profound and powerful reminder by Shaykh Abu Khadeejah @AbuKhadeejahSP (may Allh protect him) concerning the parents.

A reminder that truly hits the heart and brings tears to the eyes.
May Allh forgive us for our many shortcomings towards our parents, and grant us the ability to be dutiful, loving, and righteous to them.
A must listen:",Salafi taklidi,בנימין ווליך;זיו חסון,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A profound and powerful reminder by Shaykh Abu Khadeejah @AbuKhadeejahSP (may Allh protect him) concerning the parents. A reminder that truly hits the heart and brings tears to the eyes. May Allh forgive us for our many shortcomings towards our parents, and grant us the ability to be dutiful, loving, and righteous to them. A must listen:"
ed7nnok3r,"""A questioner asks: What is the ruling on offering congratulations and gifts on the occasion of Valentines Day, which falls in mid-February each year?

All praise is due to Allah, and peace and blessings be upon the Messenger of Allah and upon his family and companions. As for what follows:

This holiday is a festival of the kuffar and Mushrikeen. Even if it is called Valentines Day, it is a festival claimed by the Greeks, an ancient festival for a deity they worshipped besides Allah. 

Whether this holiday was for a deity they worshipped or merely for what they call and claim to be love, then congratulating others on it, celebrating this day, and honoring it is forbidden and not permissible.

We, the people of Islam, have only two Eids: Eid al-Fitr and Eid al-Adha. It is not permissible to congratulate others for any Eid besides these two. So congratulating others on this day and honoring it is not allowed; it is forbidden. You are not permitted to congratulate anyone on it, nor are you permitted to accept congratulations from anyone on this day. Rather, it is obligatory upon you and every Muslim to reject anyone who congratulates you on this day and to clarify to people that congratulating others on this day is forbidden and not permissible, and that it is a form of imitating the Kuffar and Mushrikeen in their false festivals, which are based on falsehood, disbelief, immorality, and wickedness.

How can they claim it is a day of love and magnify love while they are among the most hostile people toward Islam and Muslims, waging war against the religion of Allah and against the people of Islam? A Muslim should not be deceived by their labels or slogans. 

These Kuffar and wicked people are among the furthest from what is called love. They are the ones killing us, killing our brothers in Syria, Iraq, and everywhere, yet they claim this day is Valentines Day.

Therefore, it is not permissible to congratulate others on this day, nor is it permissible for a Muslim to honor it, give gifts on it, or accept gifts on it. It is a forbidden day; honoring it, celebrating it, and offering congratulations for such false festivals is forbidden.

We have only two Eids: Eid al-Fitr and Eid al-Adha, and these are the ones in which it is permissible to rejoice.

Likewise, commercial shops that sell gifts such as flowers, teddy bears, and similar items on this day, some people even change their pages or displays to red or use symbols associated with celebrating this day, selling flowers or anything that assists in honoring this day is not permissible. It is forbidden and is considered helping in falsehood. 

Allah says: Cooperate in righteousness and piety, and do not cooperate in sin and transgression.

Whoever sells such flowers with the intention of honoring that day, his sale is forbidden, and the money he earns from it is unlawful. Every body nourished by unlawful earnings, the Fire is more deserving of it. So it is not permissible to take such money, nor to sell flowers, change displays, alter slogans, or use symbols such as roses or the color red for this day, for these are forbidden and reprehensible matters.

It is obligatory upon a Muslim to honor the symbols of Allah, to honor the religion of Allah, to show disavowal of these Kuffar and wicked people, and to distinguish himself from them in their festivals and their false, misguided beliefs. For resemblance in outward matters leads to resemblance in inward matters.

We ask Allah for well-being and safety. 

Shaykh Khalid al Fulaij (may Allah free him)""",Salafi taklidi,הודיה עופרי;אילון כהן,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A questioner asks: What is the ruling on offering congratulations and gifts on the occasion of Valentines Day, which falls in mid-February each year? All praise is due to Allah, and peace and blessings be upon the Messenger of Allah and upon his family and companions. As for what follows: This holiday is a festival of the kuffar and Mushrikeen. Even if it is called Valentines Day, it is a festival claimed by the Greeks, an ancient festival for a deity they worshipped besides Allah. Whether this holiday was for a deity they worshipped or merely for what they call and claim to be love, then congratulating others on it, celebrating this day, and honoring it is forbidden and not permissible. We, the people of Islam, have only two Eids: Eid al-Fitr and Eid al-Adha. It is not permissible to congratulate others for any Eid besides these two. So congratulating others on this day and honoring it is not allowed; it is forbidden. You are not permitted to congratulate anyone on it, nor are you permitted to accept congratulations from anyone on this day. Rather, it is obligatory upon you and every Muslim to reject anyone who congratulates you on this day and to clarify to people that congratulating others on this day is forbidden and not permissible, and that it is a form of imitating the Kuffar and Mushrikeen in their false festivals, which are based on falsehood, disbelief, immorality, and wickedness. How can they claim it is a day of love and magnify love while they are among the most hostile people toward Islam and Muslims, waging war against the religion of Allah and against the people of Islam? A Muslim should not be deceived by their labels or slogans. These Kuffar and wicked people are among the furthest from what is called love. They are the ones killing us, killing our brothers in Syria, Iraq, and everywhere, yet they claim this day is Valentines Day. Therefore, it is not permissible to congratulate others on this day, nor is it permissible for a Muslim to honor it, give gifts on it, or accept gifts on it. It is a forbidden day; honoring it, celebrating it, and offering congratulations for such false festivals is forbidden. We have only two Eids: Eid al-Fitr and Eid al-Adha, and these are the ones in which it is permissible to rejoice. Likewise, commercial shops that sell gifts such as flowers, teddy bears, and similar items on this day, some people even change their pages or displays to red or use symbols associated with celebrating this day, selling flowers or anything that assists in honoring this day is not permissible. It is forbidden and is considered helping in falsehood. Allah says: Cooperate in righteousness and piety, and do not cooperate in sin and transgression. Whoever sells such flowers with the intention of honoring that day, his sale is forbidden, and the money he earns from it is unlawful. Every body nourished by unlawful earnings, the Fire is more deserving of it. So it is not permissible to take such money, nor to sell flowers, change displays, alter slogans, or use symbols such as roses or the color red for this day, for these are forbidden and reprehensible matters. It is obligatory upon a Muslim to honor the symbols of Allah, to honor the religion of Allah, to show disavowal of these Kuffar and wicked people, and to distinguish himself from them in their festivals and their false, misguided beliefs. For resemblance in outward matters leads to resemblance in inward matters. We ask Allah for well-being and safety. Shaykh Khalid al Fulaij (may Allah free him)"""
w0kscskeo,"""A rare photo of Shaykh Slih al-Luhaydn   with his close friend and companion who he studied with and shared scholarly circles with, Shaykh Abdullah Ibn Jibrn   

This was before Ibn Jibrns death, surprisingly, al-Luhaydn somehow didnt know he was an Ikhwani""",Salafi taklidi,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""A rare photo of Shaykh Slih al-Luhaydn with his close friend and companion who he studied with and shared scholarly circles with, Shaykh Abdullah Ibn Jibrn This was before Ibn Jibrns death, surprisingly, al-Luhaydn somehow didnt know he was an Ikhwani"""
xdc5fyolr,"""A rich and powerful conversation between @BegumNadiya and @VickNHopeWe LOVED it! 

Listen to it in full on @WomensPrize Bookshelfie podcast now!""",Irrelevant,בנימין ווליך;אורי כהן,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""A rich and powerful conversation between @BegumNadiya and @VickNHopeWe LOVED it! Listen to it in full on @WomensPrize Bookshelfie podcast now!"""
c4ua5am66,"""A sect is emerging that will make the Madhkalees look like the Khawarij. They will include amongst them those that claim to be Salafi and Sufi.",Salafi jihadi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,,Salafi taklidi,,,,,python/ELI/all_tweets.xlsx,"""A sect is emerging that will make the Madhkalees look like the Khawarij. They will include amongst them those that claim to be Salafi and Sufi."
gh7cco9vr,"""A separatist from somaliland region is asking young people in Somaliland to donate blood to help injured IDF (Israeli army) soldiers.
He also said that Kids under 18 should save their lunch money so they can send it to help with Israels war effort.
Thats the tweet.,",Irrelevant,אריאל כהן;אילון כהן,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A separatist from somaliland region is asking young people in Somaliland to donate blood to help injured IDF (Israeli army) soldiers. He also said that Kids under 18 should save their lunch money so they can send it to help with Israels war effort. Thats the tweet.,"
aeup9imvq,"""A statement of the Murjiah:

Aiding kuffr in killing Muslims is only kufr if it stems from love for their religion.

 Shaykh Abdullh al-unaymn
 Shaykh Sulaymn al-Alwn
 Shaykh Khlid al-Fulayj
 Faial al-Jsim",Salafi jihadi,זיו חסון;בנימין ווליך,,,,,,,,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""A statement of the Murjiah: Aiding kuffr in killing Muslims is only kufr if it stems from love for their religion. Shaykh Abdullh al-unaymn Shaykh Sulaymn al-Alwn Shaykh Khlid al-Fulayj Faial al-Jsim"
e11iyaiki,"""A thread on why Al-Qaeda was never an agent of America.,",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi jihadi,ז. אחר,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"""A thread on why Al-Qaeda was never an agent of America.,"
dlnehlkp2,"""A very important piece of advice from our Shaykh @Abdulilah_UK. May Allah rectify our affairs. 

#istiqaamah #tawheed #sunnah #ikhlaas #beneficialknowledge #naseehah #advice #taqwa #ilm #salafiyyah",Salafi taklidi,אילון כהן,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A very important piece of advice from our Shaykh @Abdulilah_UK. May Allah rectify our affairs. #istiqaamah #tawheed #sunnah #ikhlaas #beneficialknowledge #naseehah #advice #taqwa #ilm #salafiyyah"
inem450c1,"""A voice called out:

This is how the funerals of the Imms of Ahl al-Sunnah should be!

The crowd burst into tears at these words. People threw their handkerchiefs and turbans onto the wagon carrying the Shaykhs body. Over 200,000 men where estimated to be in attendance. 

Salt al-Ghib (funeral prayer in absentia) was preformed for him in most regions of the Muslim world, near and far. Some travellers reported that the news of his death had even reached the remotest areas of China so much so a public call was made for the funeral prayer in these places: 

The prayer for the interpreter of the Qurn

- Abridged from Ibn Rajabs account of Ibn Taymiyyahs death, from his work: Dhayl Dabaqt al-Hanbilah."",",Salafi taklidi,ענה-יה אך,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,python/ELI/all_tweets.xlsx,"""A voice called out: This is how the funerals of the Imms of Ahl al-Sunnah should be! The crowd burst into tears at these words. People threw their handkerchiefs and turbans onto the wagon carrying the Shaykhs body. Over 200,000 men where estimated to be in attendance. Salt al-Ghib (funeral prayer in absentia) was preformed for him in most regions of the Muslim world, near and far. Some travellers reported that the news of his death had even reached the remotest areas of China so much so a public call was made for the funeral prayer in these places: The prayer for the interpreter of the Qurn - Abridged from Ibn Rajabs account of Ibn Taymiyyahs death, from his work: Dhayl Dabaqt al-Hanbilah."","
9xn61kn35,"""A young Jewish man named Yusuf bin Musa converted to Islam through Imam Ahmad bin Hanbal.

After becoming Muslim, he traveled to different regions to study and became one of Imam Ahmad bin Hanbals close companions.

Source: Tabaqat of Abu Bakr al-Khallal",Irrelevant,הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""A young Jewish man named Yusuf bin Musa converted to Islam through Imam Ahmad bin Hanbal. After becoming Muslim, he traveled to different regions to study and became one of Imam Ahmad bin Hanbals close companions. Source: Tabaqat of Abu Bakr al-Khallal"
gjuzlluzs,"""AN EXCITING UPDATE: Biithnillah, a video update will be shared soon of the progress onsite! Our construction team have been working full-time throughout the last few months and now into Ramadan  and the Markaz is taking shape. We need a final 250,000 for the FINAL PHASE. The donations have started to come in already, but we need to keep pushing!

CARD & PAYPAL



BANK TRANSFERS
Bank Name: HSBC
South West London Islamic Society

Sort Code: 40-01-07
Account Number:41771787"",",Salafi taklidi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,,python/ELI/all_tweets.xlsx,"""AN EXCITING UPDATE: Biithnillah, a video update will be shared soon of the progress onsite! Our construction team have been working full-time throughout the last few months and now into Ramadan and the Markaz is taking shape. We need a final 250,000 for the FINAL PHASE. The donations have started to come in already, but we need to keep pushing! CARD & PAYPAL BANK TRANSFERS Bank Name: HSBC South West London Islamic Society Sort Code: 40-01-07 Account Number:41771787"","
1tre4jk3o,"""ATTENTION MUSHRIKEEN: Where do you stand from the Ayt of Allah

The Mushrikeen of Quraysh vs The Mushrikeen of Nowadays: Whats the Difference? [if any]

1) The Mushrikeen of Quraysh believed that Allah was the Creator of all things:

And if you were to ask them: ""Who has created the heavens and the earth and subjected the sun and the moon?"" they will surely reply: ""Allh."" How then are they deviating (as polytheists and disbelievers)?

[29:61]""",Salafi taklidi,בנימין ווליך,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""ATTENTION MUSHRIKEEN: Where do you stand from the Ayt of Allah The Mushrikeen of Quraysh vs The Mushrikeen of Nowadays: Whats the Difference? [if any] 1) The Mushrikeen of Quraysh believed that Allah was the Creator of all things: And if you were to ask them: ""Who has created the heavens and the earth and subjected the sun and the moon?"" they will surely reply: ""Allh."" How then are they deviating (as polytheists and disbelievers)? [29:61]"""
50ssf0p8p,"""Ab Bakr al-Rz al-Jassss makes takfir of Abd al-Malik ibn Marwn and al-ajjj ibn Ysuf:

There was not among the Arabs, nor among the family of Marwn, anyone more unjust, more disbelieving, or more wicked than Abd al-Malik;""",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב,,,,,Salafi jihadi,ח. אחר,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Ab Bakr al-Rz al-Jassss makes takfir of Abd al-Malik ibn Marwn and al-ajjj ibn Ysuf: There was not among the Arabs, nor among the family of Marwn, anyone more unjust, more disbelieving, or more wicked than Abd al-Malik;"""
5zapw992z,"""Ab Nar al-Sijz (d. 444 AH) rejects the very premise of Tafw al-Man. He says about Ah:

He speaks to whomever He wills, addressing him with what he knows and is not ignorant of.

Al-Ibnah 3/425",Irrelevant,בנימין ווליך;אורי כהן,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""Ab Nar al-Sijz (d. 444 AH) rejects the very premise of Tafw al-Man. He says about Ah: He speaks to whomever He wills, addressing him with what he knows and is not ignorant of. Al-Ibnah 3/425"
6ke3cld8v,"""Abdullh bin Amr:

The Prophet  once spoke about prayer and said: 

Whoever guards it will have light, proof, and salvation on the Day of Resurrection. But whoever does not guard it will have neither light, nor proof, nor salvation, and on the Day of Resurrection he will be with Qrn, Firawn (Pharaoh), Hmn, and Ubayy ibn Khalaf.

{Musnad Ahmad}""",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Abdullh bin Amr: The Prophet once spoke about prayer and said: Whoever guards it will have light, proof, and salvation on the Day of Resurrection. But whoever does not guard it will have neither light, nor proof, nor salvation, and on the Day of Resurrection he will be with Qrn, Firawn (Pharaoh), Hmn, and Ubayy ibn Khalaf. {Musnad Ahmad}"""
9cyuhitnw,"""Abduls father, a Bangladeshi migrant worker in the UAE, delivered water for a living so his family back home could survive. He knew nothing about the war. He had no chartered jet waiting to evacuate him. These migrant workers will be the nameless casualties of an imperial war,",Irrelevant,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Abduls father, a Bangladeshi migrant worker in the UAE, delivered water for a living so his family back home could survive. He knew nothing about the war. He had no chartered jet waiting to evacuate him. These migrant workers will be the nameless casualties of an imperial war,"
6uek9makd,"""Abdurrahman Al-Barrak publicly apologising to one of the noble scholars and instructors at Masjid An-Nabawi, Sulayman Ar-Ruhayli.",Salafi taklidi,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Abdurrahman Al-Barrak publicly apologising to one of the noble scholars and instructors at Masjid An-Nabawi, Sulayman Ar-Ruhayli."
1lfvkk3nh,"""Abu Bakr, without any iota of doubt.

It is a matter upon which the scholars have long agreed. Whenever a virtue is found that distinguishes one of the Companions, you will find that Abu Bakr possessed an even greater share of that very quality.

When patience and generosity are mentioned, the mind often turns to Uthman. Abu Bakr combined both virtues in a measure even more remarkable.

When the knowledge of Hadith is discussed, one immediately thinks of Abu Hurayrah. Abu Bakr knows unimaginably more Hadith than Abu Hurayrah

And when courage, firmness, and resolve in the face of criticism are praised, names such as Umar, Ali, Khalid, and others naturally arise. Wallai, even among these towering figures, Abu Bakr remains ahead of them all.

He is the finest of mankind after the Prophets.
May Allah be pleased with him and with all the noble Companions. Ameen""",Irrelevant,אריאל כהן;ענה-יה אך,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"""Abu Bakr, without any iota of doubt. It is a matter upon which the scholars have long agreed. Whenever a virtue is found that distinguishes one of the Companions, you will find that Abu Bakr possessed an even greater share of that very quality. When patience and generosity are mentioned, the mind often turns to Uthman. Abu Bakr combined both virtues in a measure even more remarkable. When the knowledge of Hadith is discussed, one immediately thinks of Abu Hurayrah. Abu Bakr knows unimaginably more Hadith than Abu Hurayrah And when courage, firmness, and resolve in the face of criticism are praised, names such as Umar, Ali, Khalid, and others naturally arise. Wallai, even among these towering figures, Abu Bakr remains ahead of them all. He is the finest of mankind after the Prophets. May Allah be pleased with him and with all the noble Companions. Ameen"""
te1j6h6g2,"""Abu Yahya b. Abi Maysarah said: Khalad b. Yahya narrated to us, saying: Misar b. Kidam said:

I pursued hadith together with Abu Hanifah, but he surpassed us. We engaged in zuhd, and he excelled beyond us. And we studied fiqh with him, and from him came what you see.",Irrelevant,הילי חכמי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,Salafi taklidi,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""Abu Yahya b. Abi Maysarah said: Khalad b. Yahya narrated to us, saying: Misar b. Kidam said: I pursued hadith together with Abu Hanifah, but he surpassed us. We engaged in zuhd, and he excelled beyond us. And we studied fiqh with him, and from him came what you see."
4cva2bqvk,"""Abu alah Dawood Burbank (may Allh have mercy upon him and his wife) he was a beloved teacher and friend, a good example to us all. He died in 2011, and till this day, almost daily,  we come across some work he did during his lifetime! 

We miss him dearly, may Allh reward him for his great efforts and grant him and his family the highest ranks of paradise.""",Salafi taklidi,אילון כהן,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""Abu alah Dawood Burbank (may Allh have mercy upon him and his wife) he was a beloved teacher and friend, a good example to us all. He died in 2011, and till this day, almost daily, we come across some work he did during his lifetime! We miss him dearly, may Allh reward him for his great efforts and grant him and his family the highest ranks of paradise."""
ufx6z7ozc,"""Abu khadeejah talking about unfair tabdee is like AMJ talking about the khawarij.

Abu khadeejah literally makes tabdee on the vast majority of salafi scholarship.""",Salafi taklidi,הילי חכמי;אריאל כהן,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Abu khadeejah talking about unfair tabdee is like AMJ talking about the khawarij. Abu khadeejah literally makes tabdee on the vast majority of salafi scholarship."""
nx7hc0sv5,"""Abul Abbas al-Qurtubi said

Likewise, if he (the ruler) abandons the establishment of a pillar from the pillars of the religion such as establishing the prayer, fasting in Ramadan, establishing the Hudood, or prevents this, or if he permits drinking intoxicants or fornication &amp;",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Abul Abbas al-Qurtubi said Likewise, if he (the ruler) abandons the establishment of a pillar from the pillars of the religion such as establishing the prayer, fasting in Ramadan, establishing the Hudood, or prevents this, or if he permits drinking intoxicants or fornication &amp;"
as56yhe5b,"""Abul Ma'ali Al-Juwayni [d. 478AH]:

Whoever takes the customs of the Persian Emperors and the extinct Kings as the foundation of religion [i.e. his governance], and whoever clings to thishe has slipped out of the bond of religion, slipping out like a hair slipping from dough.",Irrelevant,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Abul Ma'ali Al-Juwayni [d. 478AH]: Whoever takes the customs of the Persian Emperors and the extinct Kings as the foundation of religion [i.e. his governance], and whoever clings to thishe has slipped out of the bond of religion, slipping out like a hair slipping from dough."
yw23gcsmy,"""Accomplices To Murder Face Capital Punishment Under Shariah

Shaykh Abdullah al-Faisal",Salafi jihadi,אילון כהן;ענה-יה אך,,,,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""Accomplices To Murder Face Capital Punishment Under Shariah Shaykh Abdullah al-Faisal"
